"Gene","Non.unique.Gene.name","Annotation","No..isolates","No..sequences","Avg.sequences.per.isolate","Genome.Fragment","Order.within.Fragment","Accessory.Fragment","Accessory.Order.with.Fragment","QC","Min.group.size.nuc","Max.group.size.nuc","Avg.group.size.nuc","SRR3037434","SRR2994384","NDSU1","SRR11101167","SRR12075372","SRR14766444","SRR5928153","SRR15712222","NDSU6","SRR14766361","SRR5985919","SRR14766386","SRR8041750","SRR28412153","SRR4292616"
"group_5207","","hypothetical protein",581,581,1,1,5918,NA,NA,"",1160,1160,1160,"ENBCENPF_04160","KKCBMJKJ_02970","GEPIEMCB_03576","ELELPFCC_02306","OHGDDBEJ_03245","PJHKONLG_01350","BMGCDLMI_02697","JIDNIGFB_03652","LBKLGAEM_03219","MGNDMLEC_03046","CNEOHEEB_02916","OKEMFKGG_02905","EJCMFNNE_01834","IKEDIMNK_03235","OOMOJDPP_00975"
"group_5208","","hypothetical protein",581,581,1,1,6182,NA,NA,"",203,203,203,"ENBCENPF_03571","KKCBMJKJ_00526","GEPIEMCB_02098","ELELPFCC_00122","OHGDDBEJ_00794","PJHKONLG_01926","BMGCDLMI_03512","JIDNIGFB_02020","LBKLGAEM_01962","MGNDMLEC_01160","CNEOHEEB_00790","OKEMFKGG_02014","EJCMFNNE_03617","IKEDIMNK_03069","OOMOJDPP_01966"
"hyaD_2","","Hydrogenase 1 maturation protease",581,581,1,1,4807,NA,NA,"",596,596,596,"ENBCENPF_01165","KKCBMJKJ_03961","GEPIEMCB_00083","ELELPFCC_00767","OHGDDBEJ_01440","PJHKONLG_03795","BMGCDLMI_03680","JIDNIGFB_00083","LBKLGAEM_01236","MGNDMLEC_00569","CNEOHEEB_01436","OKEMFKGG_01125","EJCMFNNE_00324","IKEDIMNK_00660","OOMOJDPP_03740"
"rep_1","","ATP-dependent DNA helicase Rep",581,581,1,1,6178,NA,NA,"",1715,1841,1836,"ENBCENPF_03575","KKCBMJKJ_00530","GEPIEMCB_02102","ELELPFCC_00126","OHGDDBEJ_00799","PJHKONLG_01922","BMGCDLMI_03516","JIDNIGFB_02024","LBKLGAEM_01958","MGNDMLEC_01156","CNEOHEEB_00794","OKEMFKGG_02010","EJCMFNNE_03613","IKEDIMNK_03065","OOMOJDPP_04008"
"sdhD","","Succinate dehydrogenase hydrophobic membrane anchor subunit",581,581,1,1,283,NA,NA,"",347,347,347,"ENBCENPF_04357","KKCBMJKJ_04189","GEPIEMCB_01944","ELELPFCC_04380","OHGDDBEJ_04255","PJHKONLG_02212","BMGCDLMI_03228","JIDNIGFB_03927","LBKLGAEM_03839","MGNDMLEC_04258","CNEOHEEB_03632","OKEMFKGG_04370","EJCMFNNE_04182","IKEDIMNK_03495","OOMOJDPP_03773"
"group_5211","","hypothetical protein",581,581,1,1,3984,NA,NA,"",362,362,362,"ENBCENPF_02838","KKCBMJKJ_01556","GEPIEMCB_02953","ELELPFCC_02483","OHGDDBEJ_02981","PJHKONLG_01775","BMGCDLMI_02336","JIDNIGFB_02902","LBKLGAEM_02642","MGNDMLEC_01813","CNEOHEEB_02050","OKEMFKGG_02695","EJCMFNNE_01029","IKEDIMNK_02386","OOMOJDPP_02357"
"recX","","Regulatory protein RecX",581,581,1,1,3155,NA,NA,"",539,539,539,"ENBCENPF_00531","KKCBMJKJ_02351","GEPIEMCB_00881","ELELPFCC_03237","OHGDDBEJ_00140","PJHKONLG_00253","BMGCDLMI_00139","JIDNIGFB_00883","LBKLGAEM_00138","MGNDMLEC_02143","CNEOHEEB_00138","OKEMFKGG_00532","EJCMFNNE_00867","IKEDIMNK_00839","OOMOJDPP_01588"
"torA","","Trimethylamine-N-oxide reductase 1",581,581,1,1,1426,NA,NA,"",2552,2552,2552,"ENBCENPF_04267","KKCBMJKJ_03862","GEPIEMCB_04394","ELELPFCC_04128","OHGDDBEJ_04148","PJHKONLG_03157","BMGCDLMI_04185","JIDNIGFB_04377","LBKLGAEM_04296","MGNDMLEC_03987","CNEOHEEB_04275","OKEMFKGG_04251","EJCMFNNE_03538","IKEDIMNK_04198","OOMOJDPP_02644"
"cysJ","","Sulfite reductase [NADPH] flavoprotein alpha-component",581,581,1,1,2964,NA,NA,"",1799,1799,1799,"ENBCENPF_00411","KKCBMJKJ_02471","GEPIEMCB_01001","ELELPFCC_01725","OHGDDBEJ_00260","PJHKONLG_00373","BMGCDLMI_00260","JIDNIGFB_01003","LBKLGAEM_00258","MGNDMLEC_02263","CNEOHEEB_00258","OKEMFKGG_00412","EJCMFNNE_00747","IKEDIMNK_00959","OOMOJDPP_02328"
"dsdA","","D-serine dehydratase",581,581,1,1,1446,NA,NA,"",1322,1322,1322,"ENBCENPF_01498","KKCBMJKJ_01114","GEPIEMCB_02428","ELELPFCC_04139","OHGDDBEJ_01881","PJHKONLG_03897","BMGCDLMI_00680","JIDNIGFB_02701","LBKLGAEM_02092","MGNDMLEC_01290","CNEOHEEB_01526","OKEMFKGG_02494","EJCMFNNE_00415","IKEDIMNK_01863","OOMOJDPP_03305"
"metL","","Bifunctional aspartokinase/homoserine dehydrogenase 2",581,581,1,1,2180,NA,NA,"",2432,2432,2432,"ENBCENPF_03654","KKCBMJKJ_04390","GEPIEMCB_04034","ELELPFCC_03408","OHGDDBEJ_03465","PJHKONLG_02455","BMGCDLMI_03899","JIDNIGFB_04193","LBKLGAEM_04035","MGNDMLEC_04428","CNEOHEEB_04382","OKEMFKGG_03921","EJCMFNNE_02832","IKEDIMNK_03999","OOMOJDPP_03913"
"glpG","","Rhomboid protease GlpG",581,581,1,1,1687,NA,NA,"",830,830,830,"ENBCENPF_01778","KKCBMJKJ_00834","GEPIEMCB_02709","ELELPFCC_01066","OHGDDBEJ_01600","PJHKONLG_00046","BMGCDLMI_00960","JIDNIGFB_02420","LBKLGAEM_02372","MGNDMLEC_01570","CNEOHEEB_01807","OKEMFKGG_02213","EJCMFNNE_00695","IKEDIMNK_02143","OOMOJDPP_00750"
"cysN","","Sulfate adenylyltransferase subunit 1",581,581,1,1,2980,NA,NA,"",1439,1439,1439,"ENBCENPF_00426","KKCBMJKJ_02456","GEPIEMCB_00986","ELELPFCC_01740","OHGDDBEJ_00245","PJHKONLG_00358","BMGCDLMI_00245","JIDNIGFB_00988","LBKLGAEM_00243","MGNDMLEC_02248","CNEOHEEB_00243","OKEMFKGG_00427","EJCMFNNE_00762","IKEDIMNK_00944","OOMOJDPP_02313"
"group_5219","","hypothetical protein",581,581,1,1,1439,NA,NA,"",290,290,290,"ENBCENPF_01491","KKCBMJKJ_01121","GEPIEMCB_02421","ELELPFCC_04132","OHGDDBEJ_01888","PJHKONLG_03904","BMGCDLMI_00673","JIDNIGFB_02708","LBKLGAEM_02085","MGNDMLEC_01283","CNEOHEEB_01519","OKEMFKGG_02501","EJCMFNNE_00408","IKEDIMNK_01856","OOMOJDPP_03298"
"group_5220","","hypothetical protein",581,581,1,1,2710,NA,NA,"",671,671,671,"ENBCENPF_00162","KKCBMJKJ_00243","GEPIEMCB_01250","ELELPFCC_03027","OHGDDBEJ_00510","PJHKONLG_02933","BMGCDLMI_00510","JIDNIGFB_01252","LBKLGAEM_00507","MGNDMLEC_02507","CNEOHEEB_00507","OKEMFKGG_00163","EJCMFNNE_02662","IKEDIMNK_01208","OOMOJDPP_00251"
"trmL_2","","tRNA (cytidine(34)-2'-O)-methyltransferase",581,581,1,1,1870,NA,NA,"",473,473,473,"ENBCENPF_01605","KKCBMJKJ_01007","GEPIEMCB_02535","ELELPFCC_00893","OHGDDBEJ_01774","PJHKONLG_00219","BMGCDLMI_00787","JIDNIGFB_02594","LBKLGAEM_02199","MGNDMLEC_01397","CNEOHEEB_01633","OKEMFKGG_02387","EJCMFNNE_00522","IKEDIMNK_01970","OOMOJDPP_02445"
"hcr","","NADH oxidoreductase HCR",581,581,1,1,4339,NA,NA,"",968,968,968,"ENBCENPF_01019","KKCBMJKJ_03219","GEPIEMCB_03259","ELELPFCC_02030","OHGDDBEJ_02124","PJHKONLG_01269","BMGCDLMI_01435","JIDNIGFB_01547","LBKLGAEM_00803","MGNDMLEC_00135","CNEOHEEB_02638","OKEMFKGG_01341","EJCMFNNE_01488","IKEDIMNK_01504","OOMOJDPP_00606"
"rluF","","Dual-specificity RNA pseudouridine synthase RluF",581,581,1,1,2016,NA,NA,"",869,869,869,"ENBCENPF_02785","KKCBMJKJ_04114","GEPIEMCB_02408","ELELPFCC_00433","OHGDDBEJ_01105","PJHKONLG_02902","BMGCDLMI_02753","JIDNIGFB_02331","LBKLGAEM_01651","MGNDMLEC_04083","CNEOHEEB_01101","OKEMFKGG_01703","EJCMFNNE_03782","IKEDIMNK_03669","OOMOJDPP_03146"
"group_5224","","hypothetical protein",581,581,1,1,3056,NA,NA,"",359,359,359,"ENBCENPF_00626","KKCBMJKJ_02256","GEPIEMCB_00786","ELELPFCC_03332","OHGDDBEJ_00044","PJHKONLG_01499","BMGCDLMI_00043","JIDNIGFB_00787","LBKLGAEM_00043","MGNDMLEC_02048","CNEOHEEB_00043","OKEMFKGG_00628","EJCMFNNE_00962","IKEDIMNK_00744","OOMOJDPP_01493"
"dusB","","tRNA-dihydrouridine synthase B",581,581,1,1,1973,NA,NA,"",965,965,965,"ENBCENPF_04460","KKCBMJKJ_04403","GEPIEMCB_04544","ELELPFCC_04480","OHGDDBEJ_04430","PJHKONLG_04008","BMGCDLMI_04387","JIDNIGFB_04497","LBKLGAEM_04463","MGNDMLEC_04442","CNEOHEEB_04474","OKEMFKGG_04418","EJCMFNNE_04323","IKEDIMNK_04476","OOMOJDPP_04131"
"arcA_2","","Aerobic respiration control protein ArcA",581,581,1,1,64,NA,NA,"",716,716,716,"ENBCENPF_03506","KKCBMJKJ_00461","GEPIEMCB_02033","ELELPFCC_00057","OHGDDBEJ_00729","PJHKONLG_01991","BMGCDLMI_03447","JIDNIGFB_01955","LBKLGAEM_02027","MGNDMLEC_01225","CNEOHEEB_00725","OKEMFKGG_02079","EJCMFNNE_03737","IKEDIMNK_03134","OOMOJDPP_01901"
"era","","GTPase Era",581,581,1,1,4075,NA,NA,"",905,905,905,"ENBCENPF_03008","KKCBMJKJ_03504","GEPIEMCB_03124","ELELPFCC_03681","OHGDDBEJ_02811","PJHKONLG_01605","BMGCDLMI_04031","JIDNIGFB_02732","LBKLGAEM_02472","MGNDMLEC_01983","CNEOHEEB_02222","OKEMFKGG_02525","EJCMFNNE_01199","IKEDIMNK_02556","OOMOJDPP_03674"
"yicJ_2","","Inner membrane symporter YicJ",581,581,1,1,1929,NA,NA,"",905,905,905,"ENBCENPF_01550","KKCBMJKJ_01062","GEPIEMCB_02480","ELELPFCC_04191","OHGDDBEJ_01829","PJHKONLG_04217","BMGCDLMI_00732","JIDNIGFB_02649","LBKLGAEM_02144","MGNDMLEC_01342","CNEOHEEB_01578","OKEMFKGG_02442","EJCMFNNE_00467","IKEDIMNK_01915","OOMOJDPP_04213"
"group_5229","","hypothetical protein",581,581,1,1,3065,NA,NA,"",512,512,512,"ENBCENPF_00619","KKCBMJKJ_02263","GEPIEMCB_00793","ELELPFCC_03325","OHGDDBEJ_00051","PJHKONLG_01506","BMGCDLMI_00050","JIDNIGFB_00794","LBKLGAEM_00050","MGNDMLEC_02055","CNEOHEEB_00050","OKEMFKGG_00621","EJCMFNNE_00955","IKEDIMNK_00751","OOMOJDPP_01500"
"macA","","Macrolide export protein MacA",581,581,1,1,4345,NA,NA,"",1118,1118,1118,"ENBCENPF_01014","KKCBMJKJ_03214","GEPIEMCB_03254","ELELPFCC_02025","OHGDDBEJ_02119","PJHKONLG_01264","BMGCDLMI_01430","JIDNIGFB_01552","LBKLGAEM_00808","MGNDMLEC_00140","CNEOHEEB_02643","OKEMFKGG_01346","EJCMFNNE_01493","IKEDIMNK_01509","OOMOJDPP_00601"
"fliI","","Flagellum-specific ATP synthase",581,581,1,1,4623,NA,NA,"",1370,1370,1370,"ENBCENPF_00764","KKCBMJKJ_01909","GEPIEMCB_03755","ELELPFCC_03846","OHGDDBEJ_03886","PJHKONLG_00731","BMGCDLMI_01180","JIDNIGFB_01803","LBKLGAEM_01058","MGNDMLEC_00390","CNEOHEEB_03816","OKEMFKGG_01596","EJCMFNNE_04008","IKEDIMNK_01759","OOMOJDPP_02178"
"ygiW_2","","Protein YgiW",581,581,1,1,2721,NA,NA,"",392,392,392,"ENBCENPF_00173","KKCBMJKJ_00232","GEPIEMCB_01239","ELELPFCC_03016","OHGDDBEJ_00499","PJHKONLG_02922","BMGCDLMI_00499","JIDNIGFB_01241","LBKLGAEM_00496","MGNDMLEC_02518","CNEOHEEB_00496","OKEMFKGG_00174","EJCMFNNE_02651","IKEDIMNK_01197","OOMOJDPP_00262"
"holC","","DNA polymerase III subunit chi",581,581,1,1,6107,NA,NA,"",443,443,443,"ENBCENPF_02546","KKCBMJKJ_00597","GEPIEMCB_02169","ELELPFCC_00193","OHGDDBEJ_00866","PJHKONLG_02734","BMGCDLMI_04594","JIDNIGFB_02091","LBKLGAEM_01891","MGNDMLEC_01089","CNEOHEEB_00861","OKEMFKGG_01943","EJCMFNNE_04418","IKEDIMNK_02998","OOMOJDPP_01338"
"nagR_1","","HTH-type transcriptional repressor NagR",581,581,1,1,1767,NA,NA,"",719,719,719,"ENBCENPF_01700","KKCBMJKJ_00912","GEPIEMCB_02631","ELELPFCC_00988","OHGDDBEJ_01678","PJHKONLG_00123","BMGCDLMI_00882","JIDNIGFB_02498","LBKLGAEM_02294","MGNDMLEC_01492","CNEOHEEB_01729","OKEMFKGG_02291","EJCMFNNE_00617","IKEDIMNK_02065","OOMOJDPP_00828"
"group_5235","","hypothetical protein",581,581,1,1,65,NA,NA,"",314,314,314,"ENBCENPF_03507","KKCBMJKJ_00462","GEPIEMCB_02034","ELELPFCC_00058","OHGDDBEJ_00730","PJHKONLG_01990","BMGCDLMI_03448","JIDNIGFB_01956","LBKLGAEM_02026","MGNDMLEC_01224","CNEOHEEB_00726","OKEMFKGG_02078","EJCMFNNE_03738","IKEDIMNK_03133","OOMOJDPP_01902"
"trmJ","","tRNA (cytidine/uridine-2'-O-)-methyltransferase TrmJ",581,581,1,1,4110,NA,NA,"",731,731,731,"ENBCENPF_02974","KKCBMJKJ_03470","GEPIEMCB_03090","ELELPFCC_03715","OHGDDBEJ_02845","PJHKONLG_01639","BMGCDLMI_04065","JIDNIGFB_02766","LBKLGAEM_02506","MGNDMLEC_01949","CNEOHEEB_02187","OKEMFKGG_02559","EJCMFNNE_01165","IKEDIMNK_02522","OOMOJDPP_03820"
"moaA","","GTP 3',8-cyclase",581,581,1,1,4229,NA,NA,"",1022,1022,1022,"ENBCENPF_04303","KKCBMJKJ_04065","GEPIEMCB_03360","ELELPFCC_04326","OHGDDBEJ_04184","PJHKONLG_03397","BMGCDLMI_04282","JIDNIGFB_01446","LBKLGAEM_00702","MGNDMLEC_00034","CNEOHEEB_04311","OKEMFKGG_01240","EJCMFNNE_03578","IKEDIMNK_01403","OOMOJDPP_02756"
"oppB","","Oligopeptide transport system permease protein OppB",581,581,1,1,4851,NA,NA,"",920,920,920,"ENBCENPF_01209","KKCBMJKJ_02201","GEPIEMCB_00126","ELELPFCC_00724","OHGDDBEJ_01397","PJHKONLG_01919","BMGCDLMI_03637","JIDNIGFB_00127","LBKLGAEM_01279","MGNDMLEC_00612","CNEOHEEB_01393","OKEMFKGG_01082","EJCMFNNE_00281","IKEDIMNK_00616","OOMOJDPP_01284"
"holD","","DNA polymerase III subunit psi",581,581,1,1,6209,NA,NA,"",437,437,437,"ENBCENPF_03545","KKCBMJKJ_00500","GEPIEMCB_02072","ELELPFCC_00096","OHGDDBEJ_00768","PJHKONLG_01952","BMGCDLMI_03486","JIDNIGFB_01994","LBKLGAEM_01988","MGNDMLEC_01186","CNEOHEEB_00764","OKEMFKGG_02040","EJCMFNNE_03643","IKEDIMNK_03095","OOMOJDPP_01940"
"cbiT","","Cobalt-precorrin-6B C(15)-methyltransferase (decarboxylating)",581,581,1,1,5690,NA,NA,"",578,578,578,"ENBCENPF_03355","KKCBMJKJ_03563","GEPIEMCB_03408","ELELPFCC_02138","OHGDDBEJ_03702","PJHKONLG_02617","BMGCDLMI_02529","JIDNIGFB_03484","LBKLGAEM_03387","MGNDMLEC_03214","CNEOHEEB_03084","OKEMFKGG_03073","EJCMFNNE_03287","IKEDIMNK_03403","OOMOJDPP_02120"
"yafV","","Omega-amidase YafV",581,581,1,1,821,NA,NA,"",767,767,767,"ENBCENPF_02128","KKCBMJKJ_01397","GEPIEMCB_01467","ELELPFCC_01438","OHGDDBEJ_02517","PJHKONLG_00507","BMGCDLMI_01556","JIDNIGFB_03340","LBKLGAEM_03117","MGNDMLEC_03359","CNEOHEEB_02302","OKEMFKGG_03351","EJCMFNNE_03207","IKEDIMNK_02635","OOMOJDPP_00057"
"dcuA_1","","Anaerobic C4-dicarboxylate transporter DcuA",581,581,1,1,1764,NA,NA,"",1319,1319,1319,"ENBCENPF_01703","KKCBMJKJ_00909","GEPIEMCB_02634","ELELPFCC_00991","OHGDDBEJ_01675","PJHKONLG_00120","BMGCDLMI_00885","JIDNIGFB_02495","LBKLGAEM_02297","MGNDMLEC_01495","CNEOHEEB_01732","OKEMFKGG_02288","EJCMFNNE_00620","IKEDIMNK_02068","OOMOJDPP_00825"
"mdfA","","Multidrug transporter MdfA",581,581,1,1,4304,NA,NA,"",1232,1232,1232,"ENBCENPF_01051","KKCBMJKJ_03251","GEPIEMCB_03291","ELELPFCC_02062","OHGDDBEJ_02156","PJHKONLG_01301","BMGCDLMI_01467","JIDNIGFB_01515","LBKLGAEM_00771","MGNDMLEC_00103","CNEOHEEB_02606","OKEMFKGG_01309","EJCMFNNE_01456","IKEDIMNK_01472","OOMOJDPP_00638"
"group_5244","","hypothetical protein",581,581,1,1,2241,NA,NA,"",779,779,779,"ENBCENPF_03730","KKCBMJKJ_04220","GEPIEMCB_04110","ELELPFCC_03484","OHGDDBEJ_03389","PJHKONLG_03576","BMGCDLMI_03975","JIDNIGFB_04117","LBKLGAEM_04111","MGNDMLEC_04325","CNEOHEEB_03984","OKEMFKGG_03845","EJCMFNNE_04138","IKEDIMNK_04075","OOMOJDPP_03110"
"ompX","","Outer membrane protein X",581,581,1,1,4261,NA,NA,"",515,515,515,"ENBCENPF_04334","KKCBMJKJ_04096","GEPIEMCB_03329","ELELPFCC_04357","OHGDDBEJ_04215","PJHKONLG_03428","BMGCDLMI_04313","JIDNIGFB_01477","LBKLGAEM_00733","MGNDMLEC_00065","CNEOHEEB_04342","OKEMFKGG_01271","EJCMFNNE_03547","IKEDIMNK_01434","OOMOJDPP_02787"
"rimP","","Ribosome maturation factor RimP",581,581,1,1,2611,NA,NA,"",452,452,452,"ENBCENPF_00066","KKCBMJKJ_00339","GEPIEMCB_01346","ELELPFCC_03123","OHGDDBEJ_00607","PJHKONLG_02061","BMGCDLMI_00606","JIDNIGFB_01348","LBKLGAEM_00603","MGNDMLEC_02411","CNEOHEEB_00603","OKEMFKGG_00066","EJCMFNNE_02147","IKEDIMNK_01304","OOMOJDPP_01110"
"sfmH_1","","putative fimbrial-like protein SfmH",581,581,1,1,39,NA,NA,"",1007,1007,1007,"ENBCENPF_03481","KKCBMJKJ_00436","GEPIEMCB_02008","ELELPFCC_00032","OHGDDBEJ_00704","PJHKONLG_02016","BMGCDLMI_03422","JIDNIGFB_01930","LBKLGAEM_02052","MGNDMLEC_01250","CNEOHEEB_00700","OKEMFKGG_02104","EJCMFNNE_03712","IKEDIMNK_03159","OOMOJDPP_01876"
"group_5248","","hypothetical protein",581,581,1,1,1526,NA,NA,"",692,692,692,"ENBCENPF_04567","KKCBMJKJ_04440","GEPIEMCB_04722","ELELPFCC_04591","OHGDDBEJ_04524","PJHKONLG_04519","BMGCDLMI_04502","JIDNIGFB_04584","LBKLGAEM_04640","MGNDMLEC_04534","CNEOHEEB_04543","OKEMFKGG_04594","EJCMFNNE_04502","IKEDIMNK_04513","OOMOJDPP_04514"
"proB","","Glutamate 5-kinase",581,581,1,1,806,NA,NA,"",1103,1103,1103,"ENBCENPF_02115","KKCBMJKJ_01384","GEPIEMCB_01480","ELELPFCC_01425","OHGDDBEJ_02530","PJHKONLG_00520","BMGCDLMI_01570","JIDNIGFB_03327","LBKLGAEM_03104","MGNDMLEC_03372","CNEOHEEB_02315","OKEMFKGG_03338","EJCMFNNE_03220","IKEDIMNK_02648","OOMOJDPP_00070"
"group_5250","","putative acyl-CoA thioester hydrolase",581,581,1,1,4862,NA,NA,"",401,401,401,"ENBCENPF_01219","KKCBMJKJ_02191","GEPIEMCB_00136","ELELPFCC_00714","OHGDDBEJ_01387","PJHKONLG_01909","BMGCDLMI_03627","JIDNIGFB_00137","LBKLGAEM_01289","MGNDMLEC_00622","CNEOHEEB_01383","OKEMFKGG_01072","EJCMFNNE_00271","IKEDIMNK_00606","OOMOJDPP_01274"
"exbD","","Biopolymer transport protein ExbD",581,581,1,1,2743,NA,NA,"",425,425,425,"ENBCENPF_00192","KKCBMJKJ_00213","GEPIEMCB_01220","ELELPFCC_01506","OHGDDBEJ_00480","PJHKONLG_04588","BMGCDLMI_00480","JIDNIGFB_01222","LBKLGAEM_00477","MGNDMLEC_02537","CNEOHEEB_00477","OKEMFKGG_00193","EJCMFNNE_02632","IKEDIMNK_01178","OOMOJDPP_00281"
"yhhS","","putative MFS-type transporter YhhS",581,581,1,1,1744,NA,NA,"",1259,1259,1259,"ENBCENPF_01722","KKCBMJKJ_00890","GEPIEMCB_02653","ELELPFCC_01010","OHGDDBEJ_01656","PJHKONLG_00101","BMGCDLMI_00904","JIDNIGFB_02476","LBKLGAEM_02316","MGNDMLEC_01514","CNEOHEEB_01751","OKEMFKGG_02269","EJCMFNNE_00639","IKEDIMNK_02087","OOMOJDPP_00806"
"group_5253","","hypothetical protein",581,581,1,1,4865,NA,NA,"",404,404,404,"ENBCENPF_01222","KKCBMJKJ_02188","GEPIEMCB_00139","ELELPFCC_00711","OHGDDBEJ_01384","PJHKONLG_01906","BMGCDLMI_03624","JIDNIGFB_00140","LBKLGAEM_01292","MGNDMLEC_00625","CNEOHEEB_01380","OKEMFKGG_01069","EJCMFNNE_00268","IKEDIMNK_00603","OOMOJDPP_01271"
"argE","","Acetylornithine deacetylase",581,581,1,1,2156,NA,NA,"",1151,1151,1151,"ENBCENPF_03631","KKCBMJKJ_04367","GEPIEMCB_04011","ELELPFCC_03385","OHGDDBEJ_03488","PJHKONLG_02478","BMGCDLMI_03876","JIDNIGFB_04216","LBKLGAEM_04012","MGNDMLEC_04405","CNEOHEEB_04359","OKEMFKGG_03944","EJCMFNNE_02855","IKEDIMNK_03976","OOMOJDPP_03890"
"agaC_2","","N-acetylgalactosamine permease IIC component 1",581,581,1,1,1474,NA,NA,"",749,749,749,"ENBCENPF_01526","KKCBMJKJ_01086","GEPIEMCB_02456","ELELPFCC_04167","OHGDDBEJ_01853","PJHKONLG_03869","BMGCDLMI_00708","JIDNIGFB_02673","LBKLGAEM_02120","MGNDMLEC_01318","CNEOHEEB_01554","OKEMFKGG_02466","EJCMFNNE_00443","IKEDIMNK_01891","OOMOJDPP_03333"
"yfeW","","Putative D-alanyl-D-alanine carboxypeptidase",581,581,1,1,4045,NA,NA,"",1298,1298,1298,"ENBCENPF_02903","KKCBMJKJ_01491","GEPIEMCB_03018","ELELPFCC_02548","OHGDDBEJ_02916","PJHKONLG_01710","BMGCDLMI_02401","JIDNIGFB_02837","LBKLGAEM_02577","MGNDMLEC_01878","CNEOHEEB_02115","OKEMFKGG_02630","EJCMFNNE_01094","IKEDIMNK_02451","OOMOJDPP_02422"
"group_5257","","hypothetical protein",581,581,1,1,782,NA,NA,"",743,743,743,"ENBCENPF_02090","KKCBMJKJ_01359","GEPIEMCB_01505","ELELPFCC_01400","OHGDDBEJ_02555","PJHKONLG_00545","BMGCDLMI_01595","JIDNIGFB_03302","LBKLGAEM_03079","MGNDMLEC_03397","CNEOHEEB_02340","OKEMFKGG_03313","EJCMFNNE_04282","IKEDIMNK_02673","OOMOJDPP_00095"
"group_5258","","hypothetical protein",581,581,1,1,3652,NA,NA,"",323,323,323,"ENBCENPF_04522","KKCBMJKJ_04335","GEPIEMCB_04606","ELELPFCC_04447","OHGDDBEJ_04344","PJHKONLG_00861","BMGCDLMI_04440","JIDNIGFB_04539","LBKLGAEM_04496","MGNDMLEC_04373","CNEOHEEB_04507","OKEMFKGG_04460","EJCMFNNE_04220","IKEDIMNK_04443","OOMOJDPP_03987"
"group_5259","","hypothetical protein",581,581,1,1,3941,NA,NA,"",275,275,275,"ENBCENPF_02798","KKCBMJKJ_01596","GEPIEMCB_02912","ELELPFCC_02443","OHGDDBEJ_04286","PJHKONLG_01084","BMGCDLMI_02296","JIDNIGFB_02941","LBKLGAEM_02682","MGNDMLEC_01773","CNEOHEEB_02010","OKEMFKGG_02735","EJCMFNNE_02255","IKEDIMNK_02346","OOMOJDPP_01776"
"ybjP","","putative lipoprotein YbjP",581,581,1,1,4331,NA,NA,"",515,515,515,"ENBCENPF_01026","KKCBMJKJ_03226","GEPIEMCB_03266","ELELPFCC_02037","OHGDDBEJ_02131","PJHKONLG_01276","BMGCDLMI_01442","JIDNIGFB_01540","LBKLGAEM_00796","MGNDMLEC_00128","CNEOHEEB_02631","OKEMFKGG_01334","EJCMFNNE_01481","IKEDIMNK_01497","OOMOJDPP_00613"
"hpf","","Ribosome hibernation promoting factor",581,581,1,1,2576,NA,NA,"",287,287,287,"ENBCENPF_00032","KKCBMJKJ_00373","GEPIEMCB_01380","ELELPFCC_03157","OHGDDBEJ_00641","PJHKONLG_02095","BMGCDLMI_00640","JIDNIGFB_01382","LBKLGAEM_00637","MGNDMLEC_02377","CNEOHEEB_00637","OKEMFKGG_00032","EJCMFNNE_02113","IKEDIMNK_01338","OOMOJDPP_01144"
"yjjG","","Pyrimidine 5'-nucleotidase YjjG",581,581,1,1,6211,NA,NA,"",680,680,680,"ENBCENPF_03543","KKCBMJKJ_00498","GEPIEMCB_02070","ELELPFCC_00094","OHGDDBEJ_00766","PJHKONLG_01954","BMGCDLMI_03484","JIDNIGFB_01992","LBKLGAEM_01990","MGNDMLEC_01188","CNEOHEEB_00762","OKEMFKGG_02042","EJCMFNNE_03645","IKEDIMNK_03097","OOMOJDPP_01938"
"ptsH","","Phosphocarrier protein HPr",581,581,1,1,3999,NA,NA,"",257,257,257,"ENBCENPF_02857","KKCBMJKJ_01537","GEPIEMCB_02972","ELELPFCC_02502","OHGDDBEJ_02962","PJHKONLG_01756","BMGCDLMI_02355","JIDNIGFB_02883","LBKLGAEM_02623","MGNDMLEC_01832","CNEOHEEB_02069","OKEMFKGG_02676","EJCMFNNE_01048","IKEDIMNK_02405","OOMOJDPP_02376"
"rpsU","","30S ribosomal protein S21",581,581,1,1,2688,NA,NA,"",215,215,215,"ENBCENPF_00140","KKCBMJKJ_00265","GEPIEMCB_01272","ELELPFCC_03049","OHGDDBEJ_00532","PJHKONLG_02955","BMGCDLMI_00532","JIDNIGFB_01274","LBKLGAEM_00529","MGNDMLEC_02485","CNEOHEEB_00529","OKEMFKGG_00141","EJCMFNNE_02221","IKEDIMNK_01230","OOMOJDPP_01036"
"frr","","Ribosome-recycling factor",581,581,1,1,2370,NA,NA,"",557,557,557,"ENBCENPF_03060","KKCBMJKJ_02507","GEPIEMCB_03880","ELELPFCC_02613","OHGDDBEJ_03171","PJHKONLG_03520","BMGCDLMI_04346","JIDNIGFB_03726","LBKLGAEM_03432","MGNDMLEC_04153","CNEOHEEB_03340","OKEMFKGG_03438","EJCMFNNE_03823","IKEDIMNK_03848","OOMOJDPP_03047"
