"Gene","Non.unique.Gene.name","Annotation","No..isolates","No..sequences","Avg.sequences.per.isolate","Genome.Fragment","Order.within.Fragment","Accessory.Fragment","Accessory.Order.with.Fragment","QC","Min.group.size.nuc","Max.group.size.nuc","Avg.group.size.nuc","SRR16297816","SRR7010475","SRR12075372","SRR5905519","SRR28412124","SRR14766397","SRR27714943","SRR8728075","SRR14766394","SRR5883582","NDSU24","SRR14766350","NDSU10","SRR18233386","SRR27708439"
"slyD","","FKBP-type peptidyl-prolyl cis-trans isomerase SlyD",581,581,1,1,1615,NA,NA,"",590,590,590,"IIHPGJAB_02352","IMMEOONP_01654","OHGDDBEJ_01532","OAAFEBHG_01168","NGHPPALG_02699","CDEANNNL_00500","APJAPAOH_02353","EDHNKBAJ_00506","AHAJJFKC_03547","HGPPELBO_01169","DFEIMHLH_02528","KNJLKBEO_00756","PGKCJFEA_04213","OKDIKGGJ_02015","JJJDFGFB_02350"
"purH","","Bifunctional purine biosynthesis protein PurH",581,581,1,1,1521,NA,NA,"",1589,1589,1589,"IIHPGJAB_04535","IMMEOONP_04582","OHGDDBEJ_04529","OAAFEBHG_04637","NGHPPALG_04602","CDEANNNL_04606","APJAPAOH_04536","EDHNKBAJ_04487","AHAJJFKC_04158","HGPPELBO_04644","DFEIMHLH_04618","KNJLKBEO_04578","PGKCJFEA_04203","OKDIKGGJ_04543","JJJDFGFB_04488"
"group_5311","","hypothetical protein",581,581,1,1,2907,NA,NA,"",470,470,470,"IIHPGJAB_01060","IMMEOONP_00317","OHGDDBEJ_00320","OAAFEBHG_00316","NGHPPALG_01061","CDEANNNL_01325","APJAPAOH_01098","EDHNKBAJ_00887","AHAJJFKC_01142","HGPPELBO_00317","DFEIMHLH_01194","KNJLKBEO_02601","PGKCJFEA_04289","OKDIKGGJ_00317","JJJDFGFB_01096"
"yfeY","","putative protein YfeY",581,581,1,1,4015,NA,NA,"",575,575,575,"IIHPGJAB_02867","IMMEOONP_02574","OHGDDBEJ_02946","OAAFEBHG_02133","NGHPPALG_02866","CDEANNNL_02226","APJAPAOH_02867","EDHNKBAJ_02269","AHAJJFKC_01697","HGPPELBO_02091","DFEIMHLH_03043","KNJLKBEO_01859","PGKCJFEA_01476","OKDIKGGJ_02573","JJJDFGFB_02909"
"yhdE","","dTTP/UTP pyrophosphatase",581,581,1,1,1959,NA,NA,"",593,593,593,"IIHPGJAB_04375","IMMEOONP_04528","OHGDDBEJ_04444","OAAFEBHG_04524","NGHPPALG_04504","CDEANNNL_04582","APJAPAOH_04510","EDHNKBAJ_04361","AHAJJFKC_02884","HGPPELBO_04566","DFEIMHLH_04540","KNJLKBEO_04148","PGKCJFEA_03678","OKDIKGGJ_04525","JJJDFGFB_04418"
"pspC","","Phage shock protein C",581,581,1,1,4915,NA,NA,"",359,359,359,"IIHPGJAB_00185","IMMEOONP_02232","OHGDDBEJ_01338","OAAFEBHG_01711","NGHPPALG_00185","CDEANNNL_01898","APJAPAOH_00562","EDHNKBAJ_00194","AHAJJFKC_00865","HGPPELBO_01711","DFEIMHLH_00659","KNJLKBEO_00222","PGKCJFEA_00674","OKDIKGGJ_01820","JJJDFGFB_00186"
"zur","","Zinc uptake regulation protein",581,581,1,1,2047,NA,NA,"",515,515,515,"IIHPGJAB_02302","IMMEOONP_01194","OHGDDBEJ_01076","OAAFEBHG_00708","NGHPPALG_01938","CDEANNNL_00404","APJAPAOH_01940","EDHNKBAJ_01541","AHAJJFKC_03123","HGPPELBO_00709","DFEIMHLH_02115","KNJLKBEO_03840","PGKCJFEA_03558","OKDIKGGJ_01558","JJJDFGFB_01937"
"ftsB","","Cell division protein FtsB",581,581,1,1,2984,NA,NA,"",311,311,311,"IIHPGJAB_00983","IMMEOONP_00240","OHGDDBEJ_00242","OAAFEBHG_00239","NGHPPALG_00981","CDEANNNL_03767","APJAPAOH_01175","EDHNKBAJ_00964","AHAJJFKC_01321","HGPPELBO_00240","DFEIMHLH_01271","KNJLKBEO_01381","PGKCJFEA_02416","OKDIKGGJ_00240","JJJDFGFB_01172"
"dsbB","","Disulfide bond formation protein B",581,581,1,1,4789,NA,NA,"",530,530,530,"IIHPGJAB_00065","IMMEOONP_02352","OHGDDBEJ_01458","OAAFEBHG_01590","NGHPPALG_00065","CDEANNNL_02018","APJAPAOH_00682","EDHNKBAJ_00314","AHAJJFKC_02020","HGPPELBO_01591","DFEIMHLH_00779","KNJLKBEO_00342","PGKCJFEA_01860","OKDIKGGJ_01941","JJJDFGFB_00065"
"malK","","Maltose/maltodextrin import ATP-binding protein MalK",581,581,1,1,2035,NA,NA,"",1109,1109,1109,"IIHPGJAB_02313","IMMEOONP_01183","OHGDDBEJ_01087","OAAFEBHG_00697","NGHPPALG_01927","CDEANNNL_00414","APJAPAOH_01929","EDHNKBAJ_01530","AHAJJFKC_03134","HGPPELBO_00698","DFEIMHLH_02104","KNJLKBEO_03829","PGKCJFEA_03548","OKDIKGGJ_01569","JJJDFGFB_01926"
"frlR","","putative fructoselysine utilization operon transcriptional repressor",581,581,1,1,5865,NA,NA,"",746,746,746,"IIHPGJAB_03493","IMMEOONP_03539","OHGDDBEJ_03294","OAAFEBHG_02864","NGHPPALG_03490","CDEANNNL_03303","APJAPAOH_03570","EDHNKBAJ_02487","AHAJJFKC_00257","HGPPELBO_03054","DFEIMHLH_03865","KNJLKBEO_04250","PGKCJFEA_01021","OKDIKGGJ_03608","JJJDFGFB_03491"
"group_5320","","hypothetical protein",581,581,1,1,1482,NA,NA,"",92,92,92,"IIHPGJAB_02665","IMMEOONP_01966","OHGDDBEJ_01845","OAAFEBHG_01481","NGHPPALG_02388","CDEANNNL_00812","APJAPAOH_02665","EDHNKBAJ_00819","AHAJJFKC_02551","HGPPELBO_01482","DFEIMHLH_02841","KNJLKBEO_00444","PGKCJFEA_01332","OKDIKGGJ_02328","JJJDFGFB_02664"
"group_5321","","hypothetical protein",581,581,1,1,1746,NA,NA,"",578,578,578,"IIHPGJAB_02478","IMMEOONP_01780","OHGDDBEJ_01658","OAAFEBHG_01294","NGHPPALG_02574","CDEANNNL_00626","APJAPAOH_02479","EDHNKBAJ_00632","AHAJJFKC_00104","HGPPELBO_01295","DFEIMHLH_02654","KNJLKBEO_00630","PGKCJFEA_02911","OKDIKGGJ_02141","JJJDFGFB_02476"
"rpmA","","50S ribosomal protein L27",581,581,1,1,2594,NA,NA,"",257,257,257,"IIHPGJAB_01362","IMMEOONP_00619","OHGDDBEJ_00623","OAAFEBHG_00618","NGHPPALG_01363","CDEANNNL_01627","APJAPAOH_00796","EDHNKBAJ_01792","AHAJJFKC_02289","HGPPELBO_00619","DFEIMHLH_00892","KNJLKBEO_03014","PGKCJFEA_00890","OKDIKGGJ_00619","JJJDFGFB_00794"
"galS_2","","HTH-type transcriptional regulator GalS",581,581,1,1,5917,NA,NA,"",1022,1022,1022,"IIHPGJAB_03445","IMMEOONP_03491","OHGDDBEJ_03246","OAAFEBHG_02912","NGHPPALG_03442","CDEANNNL_03351","APJAPAOH_03618","EDHNKBAJ_02439","AHAJJFKC_00209","HGPPELBO_03006","DFEIMHLH_04477","KNJLKBEO_03755","PGKCJFEA_01069","OKDIKGGJ_03656","JJJDFGFB_03443"
"appX","","Putative cytochrome bd-II ubiquinol oxidase subunit AppX",581,581,1,1,4802,NA,NA,"",89,89,89,"IIHPGJAB_00078","IMMEOONP_02339","OHGDDBEJ_01445","OAAFEBHG_01603","NGHPPALG_00078","CDEANNNL_02005","APJAPAOH_00669","EDHNKBAJ_00301","AHAJJFKC_02033","HGPPELBO_01604","DFEIMHLH_00766","KNJLKBEO_00329","PGKCJFEA_01847","OKDIKGGJ_01928","JJJDFGFB_00078"
"group_5325","","hypothetical protein",581,581,1,1,765,NA,NA,"",1403,1403,1403,"IIHPGJAB_03178","IMMEOONP_02995","OHGDDBEJ_02570","OAAFEBHG_03977","NGHPPALG_03177","CDEANNNL_02536","APJAPAOH_03176","EDHNKBAJ_02637","AHAJJFKC_01082","HGPPELBO_02511","DFEIMHLH_01965","KNJLKBEO_01283","PGKCJFEA_00259","OKDIKGGJ_02951","JJJDFGFB_03178"
"alsT_2","","Amino-acid carrier protein AlsT",581,581,1,1,58,NA,NA,"",1430,1430,1430,"IIHPGJAB_01949","IMMEOONP_01547","OHGDDBEJ_00723","OAAFEBHG_01061","NGHPPALG_02293","CDEANNNL_00051","APJAPAOH_02293","EDHNKBAJ_02805","AHAJJFKC_04265","HGPPELBO_01062","DFEIMHLH_02468","KNJLKBEO_02709","PGKCJFEA_03212","OKDIKGGJ_01205","JJJDFGFB_02290"
"group_5327","","hypothetical protein",581,581,1,1,3639,NA,NA,"",665,665,665,"IIHPGJAB_04498","IMMEOONP_04456","OHGDDBEJ_04331","OAAFEBHG_04593","NGHPPALG_04530","CDEANNNL_04517","APJAPAOH_04484","EDHNKBAJ_04286","AHAJJFKC_03613","HGPPELBO_04635","DFEIMHLH_04574","KNJLKBEO_04122","PGKCJFEA_03918","OKDIKGGJ_04453","JJJDFGFB_04479"
"group_5328","","hypothetical protein",581,581,1,1,4103,NA,NA,"",638,638,638,"IIHPGJAB_02759","IMMEOONP_02466","OHGDDBEJ_02838","OAAFEBHG_02242","NGHPPALG_02758","CDEANNNL_02118","APJAPAOH_02759","EDHNKBAJ_03497","AHAJJFKC_00791","HGPPELBO_01983","DFEIMHLH_02935","KNJLKBEO_03959","PGKCJFEA_00497","OKDIKGGJ_02681","JJJDFGFB_03018"
"group_5329","","hypothetical protein",581,581,1,1,6021,NA,NA,"",638,638,638,"IIHPGJAB_02173","IMMEOONP_01323","OHGDDBEJ_00948","OAAFEBHG_00837","NGHPPALG_02068","CDEANNNL_00275","APJAPAOH_02069","EDHNKBAJ_01670","AHAJJFKC_01844","HGPPELBO_00838","DFEIMHLH_02244","KNJLKBEO_03171","PGKCJFEA_02312","OKDIKGGJ_01429","JJJDFGFB_02066"
"prpB","","2-methylisocitrate lyase",581,581,1,1,756,NA,NA,"",887,887,887,"IIHPGJAB_03187","IMMEOONP_02986","OHGDDBEJ_02579","OAAFEBHG_03968","NGHPPALG_03186","CDEANNNL_02545","APJAPAOH_03185","EDHNKBAJ_02646","AHAJJFKC_01091","HGPPELBO_02502","DFEIMHLH_01956","KNJLKBEO_01274","PGKCJFEA_00250","OKDIKGGJ_02942","JJJDFGFB_03187"
"artM_1","","Arginine ABC transporter permease protein ArtM",581,581,1,1,4327,NA,NA,"",668,668,668,"IIHPGJAB_01775","IMMEOONP_01030","OHGDDBEJ_02135","OAAFEBHG_03469","NGHPPALG_01774","CDEANNNL_00909","APJAPAOH_01538","EDHNKBAJ_01256","AHAJJFKC_02272","HGPPELBO_03701","DFEIMHLH_03326","KNJLKBEO_00818","PGKCJFEA_03881","OKDIKGGJ_00792","JJJDFGFB_01773"
"ratA","","Ribosome association toxin RatA",581,581,1,1,3031,NA,NA,"",437,437,437,"IIHPGJAB_00768","IMMEOONP_00025","OHGDDBEJ_00025","OAAFEBHG_00025","NGHPPALG_00766","CDEANNNL_04412","APJAPAOH_01390","EDHNKBAJ_01179","AHAJJFKC_04611","HGPPELBO_00025","DFEIMHLH_01486","KNJLKBEO_04470","PGKCJFEA_02886","OKDIKGGJ_00025","JJJDFGFB_01387"
"group_5333","","hypothetical protein",581,581,1,1,3655,NA,NA,"",206,206,206,"IIHPGJAB_04482","IMMEOONP_04472","OHGDDBEJ_04347","OAAFEBHG_04577","NGHPPALG_04546","CDEANNNL_04533","APJAPAOH_04468","EDHNKBAJ_04270","AHAJJFKC_03629","HGPPELBO_04619","DFEIMHLH_04590","KNJLKBEO_04106","PGKCJFEA_03934","OKDIKGGJ_04469","JJJDFGFB_04463"
"yidA_2","","Sugar phosphatase YidA",581,581,1,1,1416,NA,NA,"",845,845,845,"IIHPGJAB_04304","IMMEOONP_04321","OHGDDBEJ_04138","OAAFEBHG_04187","NGHPPALG_04373","CDEANNNL_04173","APJAPAOH_04337","EDHNKBAJ_03959","AHAJJFKC_01606","HGPPELBO_04390","DFEIMHLH_04334","KNJLKBEO_03611","PGKCJFEA_02643","OKDIKGGJ_04334","JJJDFGFB_04313"
"diaA","","DnaA initiator-associating protein DiaA",581,581,1,1,2633,NA,NA,"",590,590,590,"IIHPGJAB_01324","IMMEOONP_00581","OHGDDBEJ_00585","OAAFEBHG_00580","NGHPPALG_01325","CDEANNNL_01589","APJAPAOH_00834","EDHNKBAJ_01830","AHAJJFKC_03084","HGPPELBO_00581","DFEIMHLH_00930","KNJLKBEO_03052","PGKCJFEA_00852","OKDIKGGJ_00581","JJJDFGFB_00832"
"ybjM","","Inner membrane protein YbjM",581,581,1,1,4309,NA,NA,"",377,377,377,"IIHPGJAB_01791","IMMEOONP_01046","OHGDDBEJ_02151","OAAFEBHG_03453","NGHPPALG_01790","CDEANNNL_00893","APJAPAOH_01522","EDHNKBAJ_01240","AHAJJFKC_03647","HGPPELBO_03685","DFEIMHLH_03342","KNJLKBEO_00802","PGKCJFEA_00382","OKDIKGGJ_00776","JJJDFGFB_01789"
"cbiF","","Cobalt-precorrin-4 C(11)-methyltransferase",581,581,1,1,5689,NA,NA,"",773,773,773,"IIHPGJAB_03613","IMMEOONP_03659","OHGDDBEJ_03703","OAAFEBHG_02744","NGHPPALG_03610","CDEANNNL_03183","APJAPAOH_03450","EDHNKBAJ_04416","AHAJJFKC_03582","HGPPELBO_03174","DFEIMHLH_03985","KNJLKBEO_04183","PGKCJFEA_03967","OKDIKGGJ_03488","JJJDFGFB_03611"
"sxy","","Protein Sxy",581,581,1,1,4490,NA,NA,"",605,605,605,"IIHPGJAB_01628","IMMEOONP_00884","OHGDDBEJ_01988","OAAFEBHG_04486","NGHPPALG_01628","CDEANNNL_01055","APJAPAOH_01684","EDHNKBAJ_01402","AHAJJFKC_01422","HGPPELBO_03502","DFEIMHLH_04254","KNJLKBEO_00965","PGKCJFEA_01792","OKDIKGGJ_00939","JJJDFGFB_01627"
"kdpC","","Potassium-transporting ATPase KdpC subunit",581,581,1,1,297,NA,NA,"",584,584,584,"IIHPGJAB_03913","IMMEOONP_03851","OHGDDBEJ_04269","OAAFEBHG_04460","NGHPPALG_03941","CDEANNNL_03443","APJAPAOH_04007","EDHNKBAJ_04237","AHAJJFKC_03522","HGPPELBO_03920","DFEIMHLH_01558","KNJLKBEO_01983","PGKCJFEA_03452","OKDIKGGJ_03943","JJJDFGFB_04345"
"group_5340","","hypothetical protein",581,581,1,1,6018,NA,NA,"",1070,1070,1070,"IIHPGJAB_02176","IMMEOONP_01320","OHGDDBEJ_00951","OAAFEBHG_00834","NGHPPALG_02065","CDEANNNL_00278","APJAPAOH_02066","EDHNKBAJ_01667","AHAJJFKC_01847","HGPPELBO_00835","DFEIMHLH_02241","KNJLKBEO_03174","PGKCJFEA_02315","OKDIKGGJ_01432","JJJDFGFB_02063"
"yciE","","Protein YciE",581,581,1,1,4868,NA,NA,"",506,506,506,"IIHPGJAB_00142","IMMEOONP_02275","OHGDDBEJ_01381","OAAFEBHG_01668","NGHPPALG_00142","CDEANNNL_01941","APJAPAOH_00605","EDHNKBAJ_00237","AHAJJFKC_00908","HGPPELBO_01668","DFEIMHLH_00702","KNJLKBEO_00265","PGKCJFEA_00717","OKDIKGGJ_01863","JJJDFGFB_00142"
"hisA","","1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase",581,581,1,1,5741,NA,NA,"",737,737,737,"IIHPGJAB_03565","IMMEOONP_03611","OHGDDBEJ_03655","OAAFEBHG_02792","NGHPPALG_03562","CDEANNNL_03231","APJAPAOH_03498","EDHNKBAJ_02559","AHAJJFKC_03776","HGPPELBO_03126","DFEIMHLH_03937","KNJLKBEO_03279","PGKCJFEA_00949","OKDIKGGJ_03536","JJJDFGFB_03563"
"hisF","","Imidazole glycerol phosphate synthase subunit HisF",581,581,1,1,5742,NA,NA,"",776,776,776,"IIHPGJAB_03564","IMMEOONP_03610","OHGDDBEJ_03654","OAAFEBHG_02793","NGHPPALG_03561","CDEANNNL_03232","APJAPAOH_03499","EDHNKBAJ_02558","AHAJJFKC_03775","HGPPELBO_03125","DFEIMHLH_03936","KNJLKBEO_03278","PGKCJFEA_00950","OKDIKGGJ_03537","JJJDFGFB_03562"
"acpP_2","","Acyl carrier protein",581,581,1,1,5461,NA,NA,"",236,236,236,"IIHPGJAB_00680","IMMEOONP_03172","OHGDDBEJ_02229","OAAFEBHG_02358","NGHPPALG_00679","CDEANNNL_02823","APJAPAOH_00067","EDHNKBAJ_03416","AHAJJFKC_02097","HGPPELBO_02894","DFEIMHLH_00164","KNJLKBEO_03489","PGKCJFEA_01225","OKDIKGGJ_03335","JJJDFGFB_00681"
"napF_1","","Ferredoxin-type protein NapF",581,581,1,1,4132,NA,NA,"",863,863,863,"IIHPGJAB_02787","IMMEOONP_02494","OHGDDBEJ_02866","OAAFEBHG_02214","NGHPPALG_02786","CDEANNNL_02146","APJAPAOH_02787","EDHNKBAJ_03469","AHAJJFKC_00819","HGPPELBO_02011","DFEIMHLH_02963","KNJLKBEO_01939","PGKCJFEA_00469","OKDIKGGJ_02653","JJJDFGFB_02990"
"group_5346","","hypothetical protein",581,581,1,1,4373,NA,NA,"",167,167,167,"IIHPGJAB_01733","IMMEOONP_00988","OHGDDBEJ_02093","OAAFEBHG_04408","NGHPPALG_01732","CDEANNNL_00951","APJAPAOH_01580","EDHNKBAJ_01298","AHAJJFKC_02230","HGPPELBO_03743","DFEIMHLH_03284","KNJLKBEO_00860","PGKCJFEA_03340","OKDIKGGJ_00834","JJJDFGFB_01731"
"dapE","","Succinyl-diaminopimelate desuccinylase",581,581,1,1,4180,NA,NA,"",1127,1127,1127,"IIHPGJAB_02832","IMMEOONP_02539","OHGDDBEJ_02911","OAAFEBHG_02168","NGHPPALG_02831","CDEANNNL_02191","APJAPAOH_02832","EDHNKBAJ_02234","AHAJJFKC_01732","HGPPELBO_02056","DFEIMHLH_03008","KNJLKBEO_01894","PGKCJFEA_00423","OKDIKGGJ_02608","JJJDFGFB_02944"
"artJ_1","","ABC transporter arginine-binding protein 1",581,581,1,1,4326,NA,NA,"",731,731,731,"IIHPGJAB_01776","IMMEOONP_01031","OHGDDBEJ_02136","OAAFEBHG_03468","NGHPPALG_01775","CDEANNNL_00908","APJAPAOH_01537","EDHNKBAJ_01255","AHAJJFKC_02273","HGPPELBO_03700","DFEIMHLH_03327","KNJLKBEO_00817","PGKCJFEA_03880","OKDIKGGJ_00791","JJJDFGFB_01774"
"lipA","","Lipoyl synthase",581,581,1,1,365,NA,NA,"",965,965,965,"IIHPGJAB_03986","IMMEOONP_03778","OHGDDBEJ_03569","OAAFEBHG_03893","NGHPPALG_04014","CDEANNNL_03516","APJAPAOH_03934","EDHNKBAJ_03282","AHAJJFKC_02344","HGPPELBO_03847","DFEIMHLH_01631","KNJLKBEO_02056","PGKCJFEA_03061","OKDIKGGJ_04016","JJJDFGFB_04119"
"nagE","","PTS system N-acetylglucosamine-specific EIICBA component",581,581,1,1,319,NA,NA,"",1952,1952,1952,"IIHPGJAB_03934","IMMEOONP_03830","OHGDDBEJ_03517","OAAFEBHG_03945","NGHPPALG_03962","CDEANNNL_03464","APJAPAOH_03986","EDHNKBAJ_03334","AHAJJFKC_02396","HGPPELBO_03899","DFEIMHLH_01579","KNJLKBEO_02004","PGKCJFEA_04588","OKDIKGGJ_03964","JJJDFGFB_04171"
"lptA","","Lipopolysaccharide export system protein LptA",581,581,1,1,2579,NA,NA,"",554,554,554,"IIHPGJAB_01377","IMMEOONP_00634","OHGDDBEJ_00638","OAAFEBHG_00633","NGHPPALG_01378","CDEANNNL_01642","APJAPAOH_00781","EDHNKBAJ_01777","AHAJJFKC_02304","HGPPELBO_00634","DFEIMHLH_00877","KNJLKBEO_02999","PGKCJFEA_00905","OKDIKGGJ_00634","JJJDFGFB_00779"
"mscS_2","","Small-conductance mechanosensitive channel",581,581,1,1,2179,NA,NA,"",857,857,857,"IIHPGJAB_04094","IMMEOONP_04148","OHGDDBEJ_03466","OAAFEBHG_03713","NGHPPALG_04200","CDEANNNL_04041","APJAPAOH_04087","EDHNKBAJ_03096","AHAJJFKC_00976","HGPPELBO_04217","DFEIMHLH_04033","KNJLKBEO_02376","PGKCJFEA_01956","OKDIKGGJ_04124","JJJDFGFB_04016"
"group_5353","","hypothetical protein",581,581,1,1,2567,NA,NA,"",929,929,929,"IIHPGJAB_01389","IMMEOONP_00646","OHGDDBEJ_00650","OAAFEBHG_00645","NGHPPALG_01390","CDEANNNL_01654","APJAPAOH_00769","EDHNKBAJ_01765","AHAJJFKC_02316","HGPPELBO_00646","DFEIMHLH_00865","KNJLKBEO_02987","PGKCJFEA_00917","OKDIKGGJ_00646","JJJDFGFB_00767"
"sdhA","","Succinate dehydrogenase flavoprotein subunit",581,581,1,1,282,NA,NA,"",1766,1766,1766,"IIHPGJAB_03898","IMMEOONP_03866","OHGDDBEJ_04254","OAAFEBHG_04445","NGHPPALG_03925","CDEANNNL_03428","APJAPAOH_04022","EDHNKBAJ_04222","AHAJJFKC_03507","HGPPELBO_03935","DFEIMHLH_01543","KNJLKBEO_01968","PGKCJFEA_03467","OKDIKGGJ_03928","JJJDFGFB_04360"
"fliK","","Flagellar hook-length control protein",581,581,1,1,4621,NA,NA,"",1217,1217,1217,"IIHPGJAB_01509","IMMEOONP_00766","OHGDDBEJ_03888","OAAFEBHG_03251","NGHPPALG_01510","CDEANNNL_01174","APJAPAOH_01802","EDHNKBAJ_00477","AHAJJFKC_02719","HGPPELBO_03384","DFEIMHLH_03739","KNJLKBEO_03415","PGKCJFEA_01608","OKDIKGGJ_01057","JJJDFGFB_01509"
"chuR_1","","Anaerobic sulfatase-maturating enzyme",581,581,1,1,5369,NA,NA,"",1196,1196,1196,"IIHPGJAB_00591","IMMEOONP_03261","OHGDDBEJ_02318","OAAFEBHG_02447","NGHPPALG_00590","CDEANNNL_02912","APJAPAOH_00156","EDHNKBAJ_02154","AHAJJFKC_00333","HGPPELBO_02805","DFEIMHLH_00253","KNJLKBEO_01780","PGKCJFEA_01136","OKDIKGGJ_03246","JJJDFGFB_00592"
"fliS","","Flagellar secretion chaperone FliS",581,581,1,1,4634,NA,NA,"",407,407,407,"IIHPGJAB_01496","IMMEOONP_00753","OHGDDBEJ_03875","OAAFEBHG_03238","NGHPPALG_01497","CDEANNNL_01187","APJAPAOH_01815","EDHNKBAJ_00464","AHAJJFKC_02732","HGPPELBO_03371","DFEIMHLH_03752","KNJLKBEO_03402","PGKCJFEA_01621","OKDIKGGJ_01070","JJJDFGFB_01496"
"mdtD_1","","Putative multidrug resistance protein MdtD",581,581,1,1,5850,NA,NA,"",878,878,878,"IIHPGJAB_03507","IMMEOONP_03553","OHGDDBEJ_03308","OAAFEBHG_02850","NGHPPALG_03504","CDEANNNL_03289","APJAPAOH_03556","EDHNKBAJ_02501","AHAJJFKC_00271","HGPPELBO_03068","DFEIMHLH_03879","KNJLKBEO_03221","PGKCJFEA_01007","OKDIKGGJ_03594","JJJDFGFB_03505"
"pdeC","","putative cyclic di-GMP phosphodiesterase PdeC",581,581,1,1,2070,NA,NA,"",1601,1601,1601,"IIHPGJAB_02280","IMMEOONP_01216","OHGDDBEJ_01054","OAAFEBHG_00730","NGHPPALG_01960","CDEANNNL_00382","APJAPAOH_01962","EDHNKBAJ_01563","AHAJJFKC_02697","HGPPELBO_00731","DFEIMHLH_02137","KNJLKBEO_03594","PGKCJFEA_02130","OKDIKGGJ_01536","JJJDFGFB_01959"
"group_536","","hypothetical protein",581,581,1,1,1684,NA,NA,"",1439,1553,1552,"IIHPGJAB_02417","IMMEOONP_01719","OHGDDBEJ_01597","OAAFEBHG_01233","NGHPPALG_02634","CDEANNNL_00565","APJAPAOH_02418","EDHNKBAJ_00571","AHAJJFKC_00043","HGPPELBO_01234","DFEIMHLH_02593","KNJLKBEO_00691","PGKCJFEA_02533","OKDIKGGJ_02080","JJJDFGFB_02415"
"group_5360","","hypothetical protein",581,581,1,1,3025,NA,NA,"",605,605,605,"IIHPGJAB_00762","IMMEOONP_00019","OHGDDBEJ_00019","OAAFEBHG_00019","NGHPPALG_00760","CDEANNNL_04406","APJAPAOH_01396","EDHNKBAJ_01185","AHAJJFKC_04471","HGPPELBO_00019","DFEIMHLH_01492","KNJLKBEO_04476","PGKCJFEA_02892","OKDIKGGJ_00019","JJJDFGFB_01393"
"group_5361","","hypothetical protein",581,581,1,1,1722,NA,NA,"",368,368,368,"IIHPGJAB_02454","IMMEOONP_01756","OHGDDBEJ_01634","OAAFEBHG_01270","NGHPPALG_02598","CDEANNNL_00602","APJAPAOH_02455","EDHNKBAJ_00608","AHAJJFKC_00080","HGPPELBO_01271","DFEIMHLH_02630","KNJLKBEO_00654","PGKCJFEA_04083","OKDIKGGJ_02117","JJJDFGFB_02452"
"hemN","","Oxygen-independent coproporphyrinogen III oxidase",581,581,1,1,2217,NA,NA,"",1373,1373,1373,"IIHPGJAB_04194","IMMEOONP_04048","OHGDDBEJ_03366","OAAFEBHG_03813","NGHPPALG_04100","CDEANNNL_03941","APJAPAOH_04187","EDHNKBAJ_03196","AHAJJFKC_02769","HGPPELBO_04117","DFEIMHLH_04133","KNJLKBEO_02276","PGKCJFEA_03830","OKDIKGGJ_04224","JJJDFGFB_03916"
"group_5363","","putative protein",581,581,1,1,1528,NA,NA,"",590,590,590,"IIHPGJAB_04528","IMMEOONP_04575","OHGDDBEJ_04522","OAAFEBHG_04630","NGHPPALG_04595","CDEANNNL_04613","APJAPAOH_04543","EDHNKBAJ_04480","AHAJJFKC_04165","HGPPELBO_04651","DFEIMHLH_04625","KNJLKBEO_04585","PGKCJFEA_04196","OKDIKGGJ_04550","JJJDFGFB_04495"
"rcsF","","Outer membrane lipoprotein RcsF",581,581,1,1,2344,NA,NA,"",404,404,404,"IIHPGJAB_03675","IMMEOONP_04385","OHGDDBEJ_03196","OAAFEBHG_03149","NGHPPALG_03702","CDEANNNL_04504","APJAPAOH_03854","EDHNKBAJ_04138","AHAJJFKC_02167","HGPPELBO_04544","DFEIMHLH_03454","KNJLKBEO_02130","PGKCJFEA_02561","OKDIKGGJ_03891","JJJDFGFB_03715"
"ygaP","","Inner membrane protein YgaP",581,581,1,1,3129,NA,NA,"",527,527,527,"IIHPGJAB_00850","IMMEOONP_00107","OHGDDBEJ_00109","OAAFEBHG_00107","NGHPPALG_00848","CDEANNNL_03634","APJAPAOH_01308","EDHNKBAJ_01097","AHAJJFKC_01801","HGPPELBO_00107","DFEIMHLH_01404","KNJLKBEO_01514","PGKCJFEA_03409","OKDIKGGJ_00107","JJJDFGFB_01305"
"ybjI","","5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YbjI",581,581,1,1,4305,NA,NA,"",815,815,815,"IIHPGJAB_01795","IMMEOONP_01050","OHGDDBEJ_02155","OAAFEBHG_03449","NGHPPALG_01794","CDEANNNL_00889","APJAPAOH_01518","EDHNKBAJ_01236","AHAJJFKC_03651","HGPPELBO_03681","DFEIMHLH_03346","KNJLKBEO_00798","PGKCJFEA_00386","OKDIKGGJ_00772","JJJDFGFB_01793"
"cbiC","","Cobalt-precorrin-8 methylmutase",581,581,1,1,5693,NA,NA,"",632,632,632,"IIHPGJAB_03609","IMMEOONP_03655","OHGDDBEJ_03699","OAAFEBHG_02748","NGHPPALG_03606","CDEANNNL_03187","APJAPAOH_03454","EDHNKBAJ_04412","AHAJJFKC_03578","HGPPELBO_03170","DFEIMHLH_03981","KNJLKBEO_04179","PGKCJFEA_03971","OKDIKGGJ_03492","JJJDFGFB_03607"
