"Gene","Non.unique.Gene.name","Annotation","No..isolates","No..sequences","Avg.sequences.per.isolate","Genome.Fragment","Order.within.Fragment","Accessory.Fragment","Accessory.Order.with.Fragment","QC","Min.group.size.nuc","Max.group.size.nuc","Avg.group.size.nuc","SRR9016885","SRR14766373","SRR1363292","SRR3037518","SRR5877168","SRR3000887","SRR3037434","SRR3000888","SRR1300738","SRR9016907","SRR14766363","SRR14766398","SRR14766349","NDSU6","NDSU13"
"group_5764","","hypothetical protein",581,581,1,1,4035,NA,NA,"",803,803,803,"OMEBOICM_01249","OCHGHCBG_03218","HECGGPDK_02625","OIEPJHKP_03150","ABGDGJIO_02637","HEJLPIII_01353","ENBCENPF_02893","HAJGLMEJ_00879","BGBDHPIL_01268","BONMBINM_01207","HDHIBFGB_00138","POCPDFCE_01354","FMNDBGIB_00360","LBKLGAEM_02587","GBFFMACB_01102"
"pduX","","L-threonine kinase",581,581,1,1,5722,NA,NA,"",902,902,902,"OMEBOICM_04424","OCHGHCBG_01152","HECGGPDK_03990","OIEPJHKP_02806","ABGDGJIO_03618","HEJLPIII_03122","ENBCENPF_03326","HAJGLMEJ_03973","BGBDHPIL_01807","BONMBINM_01406","HDHIBFGB_01831","POCPDFCE_03196","FMNDBGIB_03719","LBKLGAEM_03358","GBFFMACB_03903"
"dadA_2","","D-amino acid dehydrogenase",581,581,1,1,5290,NA,NA,"",1286,1286,1286,"OMEBOICM_01100","OCHGHCBG_00780","HECGGPDK_00217","OIEPJHKP_03866","ABGDGJIO_03248","HEJLPIII_02827","ENBCENPF_02413","HAJGLMEJ_03102","BGBDHPIL_00230","BONMBINM_00845","HDHIBFGB_01168","POCPDFCE_00818","FMNDBGIB_01275","LBKLGAEM_04412","GBFFMACB_02784"
"group_5767","","hypothetical protein",581,581,1,1,6160,NA,NA,"",1271,1271,1271,"OMEBOICM_04314","OCHGHCBG_01962","HECGGPDK_01704","OIEPJHKP_00811","ABGDGJIO_01298","HEJLPIII_00302","ENBCENPF_03592","HAJGLMEJ_04514","BGBDHPIL_02215","BONMBINM_02608","HDHIBFGB_00914","POCPDFCE_03683","FMNDBGIB_03803","LBKLGAEM_01941","GBFFMACB_03433"
"group_5768","","hypothetical protein",581,581,1,1,5364,NA,NA,"",278,278,278,"OMEBOICM_01033","OCHGHCBG_00848","HECGGPDK_00149","OIEPJHKP_03516","ABGDGJIO_03316","HEJLPIII_02758","ENBCENPF_02345","HAJGLMEJ_03170","BGBDHPIL_00162","BONMBINM_00913","HDHIBFGB_01235","POCPDFCE_02409","FMNDBGIB_01208","LBKLGAEM_03645","GBFFMACB_03486"
"ytfP","","Gamma-glutamylcyclotransferase family protein YtfP",581,581,1,1,6061,NA,NA,"",344,344,344,"OMEBOICM_00923","OCHGHCBG_02057","HECGGPDK_01609","OIEPJHKP_00906","ABGDGJIO_01393","HEJLPIII_00207","ENBCENPF_02591","HAJGLMEJ_03475","BGBDHPIL_01722","BONMBINM_01876","HDHIBFGB_00819","POCPDFCE_03304","FMNDBGIB_02895","LBKLGAEM_01846","GBFFMACB_01235"
"nhaA","","Na(+)/H(+) antiporter NhaA",581,581,1,1,22,NA,NA,"",1166,1166,1166,"OMEBOICM_02287","OCHGHCBG_01835","HECGGPDK_01832","OIEPJHKP_00684","ABGDGJIO_01171","HEJLPIII_00429","ENBCENPF_03465","HAJGLMEJ_02602","BGBDHPIL_02343","BONMBINM_02735","HDHIBFGB_01041","POCPDFCE_03265","FMNDBGIB_02147","LBKLGAEM_02068","GBFFMACB_03600"
"group_5771","","hypothetical protein",581,581,1,1,5322,NA,NA,"",536,536,536,"OMEBOICM_01073","OCHGHCBG_00808","HECGGPDK_00189","OIEPJHKP_03556","ABGDGJIO_03276","HEJLPIII_02798","ENBCENPF_02385","HAJGLMEJ_03130","BGBDHPIL_00202","BONMBINM_00873","HDHIBFGB_01195","POCPDFCE_00845","FMNDBGIB_01248","LBKLGAEM_03605","GBFFMACB_02756"
"queE","","7-carboxy-7-deazaguanine synthase",581,581,1,1,2961,NA,NA,"",671,671,671,"OMEBOICM_02137","OCHGHCBG_00261","HECGGPDK_01142","OIEPJHKP_00408","ABGDGJIO_00408","HEJLPIII_02009","ENBCENPF_00408","HAJGLMEJ_00007","BGBDHPIL_02180","BONMBINM_01675","HDHIBFGB_01387","POCPDFCE_04075","FMNDBGIB_04493","LBKLGAEM_00261","GBFFMACB_02163"
"radA","","DNA repair protein RadA",581,581,1,1,6227,NA,NA,"",1382,1382,1382,"OMEBOICM_02349","OCHGHCBG_01897","HECGGPDK_01770","OIEPJHKP_00746","ABGDGJIO_01233","HEJLPIII_00367","ENBCENPF_03527","HAJGLMEJ_02664","BGBDHPIL_02281","BONMBINM_02673","HDHIBFGB_00979","POCPDFCE_01490","FMNDBGIB_02085","LBKLGAEM_02006","GBFFMACB_03969"
"group_5774","","hypothetical protein",581,581,1,1,27,NA,NA,"",761,761,761,"OMEBOICM_02292","OCHGHCBG_01840","HECGGPDK_01827","OIEPJHKP_00689","ABGDGJIO_01176","HEJLPIII_00424","ENBCENPF_03470","HAJGLMEJ_02607","BGBDHPIL_02338","BONMBINM_02730","HDHIBFGB_01036","POCPDFCE_04422","FMNDBGIB_02142","LBKLGAEM_02063","GBFFMACB_03605"
"pabA","","Aminodeoxychorismate synthase component 2",581,581,1,1,1628,NA,NA,"",563,563,563,"OMEBOICM_00707","OCHGHCBG_02333","HECGGPDK_01917","OIEPJHKP_02272","ABGDGJIO_01942","HEJLPIII_00873","ENBCENPF_01833","HAJGLMEJ_00711","BGBDHPIL_00957","BONMBINM_00070","HDHIBFGB_01919","POCPDFCE_02014","FMNDBGIB_00023","LBKLGAEM_02427","GBFFMACB_01618"
"tyrA","","T-protein",581,581,1,1,3014,NA,NA,"",1121,1121,1121,"OMEBOICM_02515","OCHGHCBG_00008","HECGGPDK_01394","OIEPJHKP_00661","ABGDGJIO_00661","HEJLPIII_02261","ENBCENPF_00661","HAJGLMEJ_01807","BGBDHPIL_04104","BONMBINM_03343","HDHIBFGB_01640","POCPDFCE_03127","FMNDBGIB_01694","LBKLGAEM_00008","GBFFMACB_03234"
"ybgC","","Acyl-CoA thioester hydrolase YbgC",581,581,1,1,271,NA,NA,"",404,404,404,"OMEBOICM_04460","OCHGHCBG_03985","HECGGPDK_03181","OIEPJHKP_04443","ABGDGJIO_03822","HEJLPIII_03468","ENBCENPF_04369","HAJGLMEJ_04287","BGBDHPIL_03909","BONMBINM_03084","HDHIBFGB_03977","POCPDFCE_03867","FMNDBGIB_04366","LBKLGAEM_03827","GBFFMACB_00022"
"btuD_3","","Vitamin B12 import ATP-binding protein BtuD",581,581,1,1,5397,NA,NA,"",797,797,797,"OMEBOICM_01000","OCHGHCBG_00881","HECGGPDK_00116","OIEPJHKP_03483","ABGDGJIO_03349","HEJLPIII_02725","ENBCENPF_02312","HAJGLMEJ_02459","BGBDHPIL_00129","BONMBINM_00946","HDHIBFGB_01268","POCPDFCE_03717","FMNDBGIB_04083","LBKLGAEM_03678","GBFFMACB_03519"
"rfaF","","ADP-heptose--LPS heptosyltransferase 2",581,581,1,1,1887,NA,NA,"",1046,1046,1046,"OMEBOICM_03304","OCHGHCBG_02577","HECGGPDK_02161","OIEPJHKP_02029","ABGDGJIO_01698","HEJLPIII_01116","ENBCENPF_01589","HAJGLMEJ_00467","BGBDHPIL_02430","BONMBINM_00314","HDHIBFGB_02815","POCPDFCE_02717","FMNDBGIB_00266","LBKLGAEM_02183","GBFFMACB_02592"
"mtlD","","Mannitol-1-phosphate 5-dehydrogenase",581,581,1,1,1861,NA,NA,"",1148,1148,1148,"OMEBOICM_03279","OCHGHCBG_02552","HECGGPDK_02136","OIEPJHKP_02054","ABGDGJIO_01723","HEJLPIII_01091","ENBCENPF_01614","HAJGLMEJ_00492","BGBDHPIL_02405","BONMBINM_00289","HDHIBFGB_02790","POCPDFCE_01605","FMNDBGIB_00241","LBKLGAEM_02208","GBFFMACB_02567"
"thiS","","Sulfur carrier protein ThiS",581,581,1,1,1536,NA,NA,"",173,173,173,"OMEBOICM_04440","OCHGHCBG_04621","HECGGPDK_04578","OIEPJHKP_04580","ABGDGJIO_04673","HEJLPIII_04474","ENBCENPF_04557","HAJGLMEJ_04385","BGBDHPIL_04318","BONMBINM_04413","HDHIBFGB_04410","POCPDFCE_03762","FMNDBGIB_03975","LBKLGAEM_04630","GBFFMACB_04150"
"cecR","","HTH-type transcriptional dual regulator CecR",581,581,1,1,4248,NA,NA,"",674,674,674,"OMEBOICM_03555","OCHGHCBG_01768","HECGGPDK_03321","OIEPJHKP_04402","ABGDGJIO_00720","HEJLPIII_01878","ENBCENPF_04321","HAJGLMEJ_03780","BGBDHPIL_04204","BONMBINM_04126","HDHIBFGB_03534","POCPDFCE_02470","FMNDBGIB_03751","LBKLGAEM_00720","GBFFMACB_03211"
"ail_2","","Attachment invasion locus protein",581,581,1,1,780,NA,NA,"",524,524,524,"OMEBOICM_00232","OCHGHCBG_03536","HECGGPDK_02860","OIEPJHKP_02526","ABGDGJIO_03039","HEJLPIII_02365","ENBCENPF_02088","HAJGLMEJ_01249","BGBDHPIL_00741","BONMBINM_03309","HDHIBFGB_03337","POCPDFCE_01726","FMNDBGIB_00873","LBKLGAEM_03077","GBFFMACB_00470"
"cbiG","","Cobalt-precorrin-5A hydrolase",581,581,1,1,5688,NA,NA,"",1055,1055,1055,"OMEBOICM_04158","OCHGHCBG_01121","HECGGPDK_03960","OIEPJHKP_02837","ABGDGJIO_03587","HEJLPIII_03153","ENBCENPF_03357","HAJGLMEJ_03942","BGBDHPIL_04624","BONMBINM_01375","HDHIBFGB_01862","POCPDFCE_02675","FMNDBGIB_03688","LBKLGAEM_03389","GBFFMACB_03872"
"thrC","","Threonine synthase",581,581,1,1,60,NA,NA,"",1286,1286,1286,"OMEBOICM_02324","OCHGHCBG_01872","HECGGPDK_01795","OIEPJHKP_00721","ABGDGJIO_01208","HEJLPIII_00392","ENBCENPF_03502","HAJGLMEJ_02639","BGBDHPIL_02306","BONMBINM_02698","HDHIBFGB_01004","POCPDFCE_03968","FMNDBGIB_02110","LBKLGAEM_02031","GBFFMACB_04390"
"group_5786","","putative signaling protein",581,581,1,1,1977,NA,NA,"",2099,2099,2099,"OMEBOICM_04113","OCHGHCBG_04546","HECGGPDK_04424","OIEPJHKP_04507","ABGDGJIO_04592","HEJLPIII_04355","ENBCENPF_04456","HAJGLMEJ_04228","BGBDHPIL_04172","BONMBINM_04390","HDHIBFGB_04152","POCPDFCE_01646","FMNDBGIB_03639","LBKLGAEM_04467","GBFFMACB_03628"
"aaeX","","Protein AaeX",581,581,1,1,1954,NA,NA,"",203,203,203,"OMEBOICM_04090","OCHGHCBG_04523","HECGGPDK_04447","OIEPJHKP_04484","ABGDGJIO_04569","HEJLPIII_04332","ENBCENPF_04479","HAJGLMEJ_04251","BGBDHPIL_04149","BONMBINM_04367","HDHIBFGB_04175","POCPDFCE_01669","FMNDBGIB_03662","LBKLGAEM_04444","GBFFMACB_03651"
"yafQ","","mRNA interferase toxin YafQ",581,581,1,1,1679,NA,NA,"",275,275,275,"OMEBOICM_00660","OCHGHCBG_02380","HECGGPDK_01964","OIEPJHKP_02225","ABGDGJIO_01895","HEJLPIII_00920","ENBCENPF_01786","HAJGLMEJ_00664","BGBDHPIL_01004","BONMBINM_00117","HDHIBFGB_01966","POCPDFCE_00012","FMNDBGIB_00070","LBKLGAEM_02380","GBFFMACB_01665"
"ettA","","Energy-dependent translational throttle protein EttA",581,581,1,1,82,NA,NA,"",1667,1667,1667,"OMEBOICM_02347","OCHGHCBG_01895","HECGGPDK_01772","OIEPJHKP_00744","ABGDGJIO_01231","HEJLPIII_00369","ENBCENPF_03525","HAJGLMEJ_02662","BGBDHPIL_02283","BONMBINM_02675","HDHIBFGB_00981","POCPDFCE_01488","FMNDBGIB_02087","LBKLGAEM_02008","GBFFMACB_03971"
"group_5790","","hypothetical protein",581,581,1,1,4138,NA,NA,"",620,620,620,"OMEBOICM_02737","OCHGHCBG_03164","HECGGPDK_02680","OIEPJHKP_01195","ABGDGJIO_02691","HEJLPIII_01299","ENBCENPF_02947","HAJGLMEJ_00933","BGBDHPIL_01214","BONMBINM_01262","HDHIBFGB_00084","POCPDFCE_02066","FMNDBGIB_03035","LBKLGAEM_02533","GBFFMACB_01048"
"torD_2","","Chaperone protein TorD",581,581,1,1,1427,NA,NA,"",632,632,632,"OMEBOICM_03391","OCHGHCBG_04379","HECGGPDK_04022","OIEPJHKP_04195","ABGDGJIO_04366","HEJLPIII_04197","ENBCENPF_04268","HAJGLMEJ_03581","BGBDHPIL_03689","BONMBINM_04073","HDHIBFGB_03513","POCPDFCE_00662","FMNDBGIB_02852","LBKLGAEM_04297","GBFFMACB_03096"
"hmrR","","HTH-type transcriptional regulator HmrR",581,581,1,1,772,NA,NA,"",464,464,464,"OMEBOICM_00225","OCHGHCBG_03543","HECGGPDK_02867","OIEPJHKP_02519","ABGDGJIO_03032","HEJLPIII_02372","ENBCENPF_02081","HAJGLMEJ_01242","BGBDHPIL_00748","BONMBINM_03316","HDHIBFGB_03330","POCPDFCE_01733","FMNDBGIB_00880","LBKLGAEM_03070","GBFFMACB_00463"
"mltA","","Membrane-bound lytic murein transglycosylase A",581,581,1,1,2917,NA,NA,"",1097,1097,1097,"OMEBOICM_00493","OCHGHCBG_00305","HECGGPDK_01098","OIEPJHKP_00364","ABGDGJIO_00364","HEJLPIII_01965","ENBCENPF_00364","HAJGLMEJ_00051","BGBDHPIL_03497","BONMBINM_01631","HDHIBFGB_03057","POCPDFCE_00371","FMNDBGIB_01159","LBKLGAEM_00305","GBFFMACB_02119"
"fixX_1","","Ferredoxin-like protein FixX",581,581,1,1,5291,NA,NA,"",293,293,293,"OMEBOICM_01099","OCHGHCBG_00781","HECGGPDK_00216","OIEPJHKP_03865","ABGDGJIO_03249","HEJLPIII_02826","ENBCENPF_02412","HAJGLMEJ_03103","BGBDHPIL_00229","BONMBINM_00846","HDHIBFGB_01169","POCPDFCE_00819","FMNDBGIB_01274","LBKLGAEM_04413","GBFFMACB_02783"
"rpsF","","30S ribosomal protein S6",581,581,1,1,6037,NA,NA,"",395,395,395,"OMEBOICM_00901","OCHGHCBG_02079","HECGGPDK_01587","OIEPJHKP_00928","ABGDGJIO_01415","HEJLPIII_00185","ENBCENPF_02613","HAJGLMEJ_03453","BGBDHPIL_01700","BONMBINM_01898","HDHIBFGB_00797","POCPDFCE_03521","FMNDBGIB_02873","LBKLGAEM_01824","GBFFMACB_01257"
"tus","","DNA replication terminus site-binding protein",581,581,1,1,5165,NA,NA,"",929,929,929,"OMEBOICM_03527","OCHGHCBG_02684","HECGGPDK_00336","OIEPJHKP_01922","ABGDGJIO_02019","HEJLPIII_00843","ENBCENPF_01482","HAJGLMEJ_01822","BGBDHPIL_00345","BONMBINM_03697","HDHIBFGB_00366","POCPDFCE_00967","FMNDBGIB_04446","LBKLGAEM_01551","GBFFMACB_00915"
"group_5797","","hypothetical protein",581,581,1,1,1712,NA,NA,"",761,761,761,"OMEBOICM_00628","OCHGHCBG_02412","HECGGPDK_01996","OIEPJHKP_02194","ABGDGJIO_01863","HEJLPIII_00951","ENBCENPF_01754","HAJGLMEJ_00632","BGBDHPIL_01036","BONMBINM_00149","HDHIBFGB_01998","POCPDFCE_00044","FMNDBGIB_00101","LBKLGAEM_02348","GBFFMACB_01697"
"thiQ","","Thiamine import ATP-binding protein ThiQ",581,581,1,1,2493,NA,NA,"",707,707,707,"OMEBOICM_02846","OCHGHCBG_03918","HECGGPDK_03572","OIEPJHKP_03206","ABGDGJIO_04089","HEJLPIII_03297","ENBCENPF_03180","HAJGLMEJ_03226","BGBDHPIL_03333","BONMBINM_02796","HDHIBFGB_02138","POCPDFCE_03590","FMNDBGIB_02639","LBKLGAEM_03552","GBFFMACB_02472"
"group_5799","","hypothetical protein",581,581,1,1,341,NA,NA,"",1433,1433,1433,"OMEBOICM_01488","OCHGHCBG_04060","HECGGPDK_03106","OIEPJHKP_03800","ABGDGJIO_03897","HEJLPIII_03543","ENBCENPF_03863","HAJGLMEJ_02341","BGBDHPIL_03035","BONMBINM_03159","HDHIBFGB_02563","POCPDFCE_00185","FMNDBGIB_01640","LBKLGAEM_03902","GBFFMACB_00097"
"msrQ","","Protein-methionine-sulfoxide reductase heme-binding subunit MsrQ",581,581,1,1,1966,NA,NA,"",599,599,599,"OMEBOICM_04102","OCHGHCBG_04535","HECGGPDK_04435","OIEPJHKP_04496","ABGDGJIO_04581","HEJLPIII_04344","ENBCENPF_04467","HAJGLMEJ_04239","BGBDHPIL_04161","BONMBINM_04379","HDHIBFGB_04163","POCPDFCE_01657","FMNDBGIB_03650","LBKLGAEM_04456","GBFFMACB_03639"
"pyrI","","Aspartate carbamoyltransferase regulatory chain",581,581,1,1,6090,NA,NA,"",461,461,461,"OMEBOICM_00951","OCHGHCBG_02029","HECGGPDK_01637","OIEPJHKP_00878","ABGDGJIO_01365","HEJLPIII_00235","ENBCENPF_02563","HAJGLMEJ_03503","BGBDHPIL_01750","BONMBINM_01848","HDHIBFGB_00847","POCPDFCE_02188","FMNDBGIB_02923","LBKLGAEM_01874","GBFFMACB_01207"
"group_5802","","hypothetical protein",581,581,1,1,1945,NA,NA,"",665,665,665,"OMEBOICM_04081","OCHGHCBG_04514","HECGGPDK_04456","OIEPJHKP_04475","ABGDGJIO_04560","HEJLPIII_04323","ENBCENPF_04488","HAJGLMEJ_04260","BGBDHPIL_04140","BONMBINM_04358","HDHIBFGB_04184","POCPDFCE_01678","FMNDBGIB_03671","LBKLGAEM_04435","GBFFMACB_03660"
"pgl","","6-phosphogluconolactonase",581,581,1,1,4213,NA,NA,"",995,995,995,"OMEBOICM_03589","OCHGHCBG_01802","HECGGPDK_03355","OIEPJHKP_04368","ABGDGJIO_00686","HEJLPIII_01913","ENBCENPF_04287","HAJGLMEJ_03814","BGBDHPIL_04383","BONMBINM_04092","HDHIBFGB_03568","POCPDFCE_02234","FMNDBGIB_04053","LBKLGAEM_00686","GBFFMACB_03177"
"group_5804","","hypothetical protein",581,581,1,1,1464,NA,NA,"",452,452,452,"OMEBOICM_03916","OCHGHCBG_02650","HECGGPDK_04396","OIEPJHKP_01956","ABGDGJIO_01625","HEJLPIII_01189","ENBCENPF_01516","HAJGLMEJ_04061","BGBDHPIL_02503","BONMBINM_00387","HDHIBFGB_04074","POCPDFCE_01144","FMNDBGIB_03479","LBKLGAEM_02110","GBFFMACB_03744"
"yhbY","","RNA-binding protein YhbY",581,581,1,1,2601,NA,NA,"",332,332,332,"OMEBOICM_04247","OCHGHCBG_00613","HECGGPDK_00790","OIEPJHKP_00056","ABGDGJIO_00056","HEJLPIII_03697","ENBCENPF_00056","HAJGLMEJ_00359","BGBDHPIL_00589","BONMBINM_00468","HDHIBFGB_02690","POCPDFCE_00293","FMNDBGIB_02422","LBKLGAEM_00613","GBFFMACB_00677"
"yidC","","Membrane protein insertase YidC",581,581,1,1,1407,NA,NA,"",1646,1646,1646,"OMEBOICM_03411","OCHGHCBG_04399","HECGGPDK_04042","OIEPJHKP_04215","ABGDGJIO_04386","HEJLPIII_04217","ENBCENPF_04248","HAJGLMEJ_03561","BGBDHPIL_03669","BONMBINM_04053","HDHIBFGB_03493","POCPDFCE_00642","FMNDBGIB_02832","LBKLGAEM_04277","GBFFMACB_03116"
"draG","","ADP-ribosyl-[dinitrogen reductase] glycohydrolase",581,581,1,1,5863,NA,NA,"",1004,1004,1004,"OMEBOICM_01654","OCHGHCBG_01240","HECGGPDK_03468","OIEPJHKP_02718","ABGDGJIO_03706","HEJLPIII_03034","ENBCENPF_03238","HAJGLMEJ_02095","BGBDHPIL_01895","BONMBINM_01494","HDHIBFGB_01743","POCPDFCE_03392","FMNDBGIB_02311","LBKLGAEM_03270","GBFFMACB_03822"
"rhaR_7","","HTH-type transcriptional activator RhaR",581,581,1,1,2268,NA,NA,"",848,848,848,"OMEBOICM_01926","OCHGHCBG_04218","HECGGPDK_03724","OIEPJHKP_03648","ABGDGJIO_04193","HEJLPIII_03921","ENBCENPF_03705","HAJGLMEJ_02210","BGBDHPIL_02726","BONMBINM_04613","HDHIBFGB_03226","POCPDFCE_01856","FMNDBGIB_04542","LBKLGAEM_04086","GBFFMACB_02433"
"creD_2","","Inner membrane protein CreD",581,581,1,1,73,NA,NA,"",227,227,227,"OMEBOICM_02337","OCHGHCBG_01885","HECGGPDK_01782","OIEPJHKP_00734","ABGDGJIO_01221","HEJLPIII_00379","ENBCENPF_03515","HAJGLMEJ_02652","BGBDHPIL_02293","BONMBINM_02685","HDHIBFGB_00991","POCPDFCE_01478","FMNDBGIB_02097","LBKLGAEM_02018","GBFFMACB_03981"
"group_5810","","hypothetical protein",581,581,1,1,4509,NA,NA,"",110,110,110,"OMEBOICM_02559","OCHGHCBG_01531","HECGGPDK_02410","OIEPJHKP_01456","ABGDGJIO_00958","HEJLPIII_01641","ENBCENPF_00865","HAJGLMEJ_01515","BGBDHPIL_03221","BONMBINM_03496","HDHIBFGB_03835","POCPDFCE_04125","FMNDBGIB_00617","LBKLGAEM_00957","GBFFMACB_03795"
"argA","","Amino-acid acetyltransferase",581,581,1,1,2915,NA,NA,"",1331,1331,1331,"OMEBOICM_00489","OCHGHCBG_00309","HECGGPDK_01094","OIEPJHKP_00360","ABGDGJIO_00360","HEJLPIII_01961","ENBCENPF_00360","HAJGLMEJ_00055","BGBDHPIL_03493","BONMBINM_01627","HDHIBFGB_03053","POCPDFCE_00375","FMNDBGIB_01155","LBKLGAEM_00309","GBFFMACB_02115"
"group_5812","","hypothetical protein",581,581,1,1,2260,NA,NA,"",659,659,659,"OMEBOICM_01918","OCHGHCBG_04210","HECGGPDK_03716","OIEPJHKP_03656","ABGDGJIO_04185","HEJLPIII_03929","ENBCENPF_03713","HAJGLMEJ_02202","BGBDHPIL_02718","BONMBINM_04605","HDHIBFGB_03218","POCPDFCE_01848","FMNDBGIB_04550","LBKLGAEM_04094","GBFFMACB_02441"
"rspB_2","","Starvation-sensing protein RspB",581,581,1,1,5124,NA,NA,"",464,464,464,"OMEBOICM_03491","OCHGHCBG_02720","HECGGPDK_00372","OIEPJHKP_01886","ABGDGJIO_02055","HEJLPIII_00807","ENBCENPF_01446","HAJGLMEJ_01858","BGBDHPIL_03429","BONMBINM_03733","HDHIBFGB_00402","POCPDFCE_00578","FMNDBGIB_02755","LBKLGAEM_01515","GBFFMACB_00879"
"group_5814","","hypothetical protein",581,581,1,1,4925,NA,NA,"",929,929,929,"OMEBOICM_01819","OCHGHCBG_02887","HECGGPDK_00541","OIEPJHKP_01718","ABGDGJIO_02223","HEJLPIII_00639","ENBCENPF_01278","HAJGLMEJ_02740","BGBDHPIL_01462","BONMBINM_03596","HDHIBFGB_00570","POCPDFCE_02076","FMNDBGIB_01433","LBKLGAEM_01348","GBFFMACB_01402"
"frlD","","Fructosamine kinase FrlD",581,581,1,1,1765,NA,NA,"",845,845,845,"OMEBOICM_00576","OCHGHCBG_02464","HECGGPDK_02048","OIEPJHKP_02142","ABGDGJIO_01811","HEJLPIII_01003","ENBCENPF_01702","HAJGLMEJ_00580","BGBDHPIL_01088","BONMBINM_00201","HDHIBFGB_02050","POCPDFCE_00096","FMNDBGIB_00153","LBKLGAEM_02296","GBFFMACB_01749"
"sauU_3","","putative sulfoacetate transporter SauU",581,581,1,1,1415,NA,NA,"",1262,1262,1262,"OMEBOICM_03403","OCHGHCBG_04391","HECGGPDK_04034","OIEPJHKP_04207","ABGDGJIO_04378","HEJLPIII_04209","ENBCENPF_04256","HAJGLMEJ_03569","BGBDHPIL_03677","BONMBINM_04061","HDHIBFGB_03501","POCPDFCE_00650","FMNDBGIB_02840","LBKLGAEM_04285","GBFFMACB_03108"
"fliM","","Flagellar motor switch protein FliM",581,581,1,1,4619,NA,NA,"",1004,1004,1004,"OMEBOICM_02871","OCHGHCBG_01434","HECGGPDK_02313","OIEPJHKP_04077","ABGDGJIO_01056","HEJLPIII_04009","ENBCENPF_00768","HAJGLMEJ_02971","BGBDHPIL_03082","BONMBINM_02907","HDHIBFGB_03115","POCPDFCE_03346","FMNDBGIB_02180","LBKLGAEM_01054","GBFFMACB_02249"
"rnc","","Ribonuclease 3",581,581,1,1,4074,NA,NA,"",737,737,737,"OMEBOICM_02675","OCHGHCBG_03102","HECGGPDK_02742","OIEPJHKP_01133","ABGDGJIO_02753","HEJLPIII_01237","ENBCENPF_03009","HAJGLMEJ_00995","BGBDHPIL_01152","BONMBINM_01324","HDHIBFGB_00022","POCPDFCE_00992","FMNDBGIB_03335","LBKLGAEM_02471","GBFFMACB_00986"
"atpF","","ATP synthase subunit b",581,581,1,1,1381,NA,NA,"",470,470,470,"OMEBOICM_03436","OCHGHCBG_04424","HECGGPDK_04067","OIEPJHKP_04240","ABGDGJIO_04411","HEJLPIII_04242","ENBCENPF_04223","HAJGLMEJ_03536","BGBDHPIL_03644","BONMBINM_04028","HDHIBFGB_03468","POCPDFCE_00617","FMNDBGIB_02807","LBKLGAEM_04252","GBFFMACB_03141"
"group_5820","","hypothetical protein",581,581,1,1,2017,NA,NA,"",272,272,272,"OMEBOICM_03690","OCHGHCBG_02251","HECGGPDK_01414","OIEPJHKP_01099","ABGDGJIO_01586","HEJLPIII_00013","ENBCENPF_02784","HAJGLMEJ_03993","BGBDHPIL_04292","BONMBINM_03996","HDHIBFGB_04511","POCPDFCE_03758","FMNDBGIB_04317","LBKLGAEM_01652","GBFFMACB_03331"
"group_5821","","hypothetical protein",581,581,1,1,1616,NA,NA,"",200,200,200,"OMEBOICM_00719","OCHGHCBG_02321","HECGGPDK_01905","OIEPJHKP_02284","ABGDGJIO_01954","HEJLPIII_00861","ENBCENPF_01845","HAJGLMEJ_00723","BGBDHPIL_00945","BONMBINM_00058","HDHIBFGB_01907","POCPDFCE_02026","FMNDBGIB_00011","LBKLGAEM_02439","GBFFMACB_01606"
"ycjG","","L-Ala-D/L-Glu epimerase",581,581,1,1,4922,NA,NA,"",965,965,965,"OMEBOICM_01816","OCHGHCBG_02890","HECGGPDK_00544","OIEPJHKP_01715","ABGDGJIO_02226","HEJLPIII_00636","ENBCENPF_01275","HAJGLMEJ_02743","BGBDHPIL_01459","BONMBINM_03593","HDHIBFGB_00573","POCPDFCE_02079","FMNDBGIB_01436","LBKLGAEM_01345","GBFFMACB_01405"
"gloC","","Hydroxyacylglutathione hydrolase GloC",581,581,1,1,4402,NA,NA,"",647,647,647,"OMEBOICM_02131","OCHGHCBG_01628","HECGGPDK_02507","OIEPJHKP_01359","ABGDGJIO_00860","HEJLPIII_01738","ENBCENPF_00962","HAJGLMEJ_01418","BGBDHPIL_02547","BONMBINM_02285","HDHIBFGB_02408","POCPDFCE_02198","FMNDBGIB_00714","LBKLGAEM_00860","GBFFMACB_02721"
"clpB","","Chaperone protein ClpB",581,581,1,1,3007,NA,NA,"",2573,2573,2573,"OMEBOICM_02522","OCHGHCBG_00001","HECGGPDK_01401","OIEPJHKP_00668","ABGDGJIO_00668","HEJLPIII_02268","ENBCENPF_00668","HAJGLMEJ_01814","BGBDHPIL_04097","BONMBINM_03336","HDHIBFGB_01647","POCPDFCE_03120","FMNDBGIB_01687","LBKLGAEM_00001","GBFFMACB_03227"
"yedR","","Inner membrane protein YedR",581,581,1,1,4600,NA,NA,"",311,311,311,"OMEBOICM_02854","OCHGHCBG_01451","HECGGPDK_02330","OIEPJHKP_04094","ABGDGJIO_01039","HEJLPIII_03992","ENBCENPF_00785","HAJGLMEJ_02954","BGBDHPIL_03065","BONMBINM_02890","HDHIBFGB_03098","POCPDFCE_03363","FMNDBGIB_02163","LBKLGAEM_01037","GBFFMACB_02232"
