"Gene","Non.unique.Gene.name","Annotation","No..isolates","No..sequences","Avg.sequences.per.isolate","Genome.Fragment","Order.within.Fragment","Accessory.Fragment","Accessory.Order.with.Fragment","QC","Min.group.size.nuc","Max.group.size.nuc","Avg.group.size.nuc","SRR3000893","SRR15357283","SRR5928619","SRR14766355","NDSU4","SRR2911780","SRR25926991","SRR3000890","SRR19572341","SRR14766443","SRR9016885","SRR8728075","SRR5000227","SRR16297815","SRR14272153"
"pgi","","Glucose-6-phosphate isomerase",581,581,1,1,2026,NA,NA,"",1649,1649,1649,"NNFNPJIH_02146","PDNNBANI_01654","JKCDLFCP_03736","KIGINCLF_04218","MLOHFGPA_03045","FENEHPHI_01091","MAFDEBPG_04273","GEFNPNKI_01820","PBAHMKCA_01441","BJFLHFPA_04331","OMEBOICM_03698","EDHNKBAJ_01521","FKHFPJNE_01655","DCCGOOHM_02205","HIMMJIDH_02389"
"rsd","","Regulator of sigma D",581,581,1,1,1532,NA,NA,"",488,488,488,"NNFNPJIH_04478","PDNNBANI_04626","JKCDLFCP_04459","KIGINCLF_04303","MLOHFGPA_04305","FENEHPHI_04541","MAFDEBPG_04325","GEFNPNKI_04440","PBAHMKCA_04549","BJFLHFPA_04500","OMEBOICM_04444","EDHNKBAJ_04476","FKHFPJNE_04473","DCCGOOHM_04520","HIMMJIDH_04563"
"hupA","","DNA-binding protein HU-alpha",581,581,1,1,1527,NA,NA,"",272,272,272,"NNFNPJIH_04473","PDNNBANI_04621","JKCDLFCP_04454","KIGINCLF_04308","MLOHFGPA_04310","FENEHPHI_04546","MAFDEBPG_04330","GEFNPNKI_04445","PBAHMKCA_04554","BJFLHFPA_04495","OMEBOICM_04449","EDHNKBAJ_04481","FKHFPJNE_04468","DCCGOOHM_04515","HIMMJIDH_04558"
"group_4774","","hypothetical protein",581,581,1,1,2627,NA,NA,"",503,503,503,"NNFNPJIH_01076","PDNNBANI_02859","JKCDLFCP_00811","KIGINCLF_00366","MLOHFGPA_01359","FENEHPHI_00587","MAFDEBPG_00433","GEFNPNKI_00082","PBAHMKCA_01339","BJFLHFPA_01773","OMEBOICM_03046","EDHNKBAJ_01824","FKHFPJNE_03930","DCCGOOHM_00082","HIMMJIDH_01884"
"nagI","","Gentisate 1,2-dioxygenase",581,581,1,1,5902,NA,NA,"",1037,1037,1037,"NNFNPJIH_03146","PDNNBANI_03167","JKCDLFCP_00499","KIGINCLF_01464","MLOHFGPA_00821","FENEHPHI_02907","MAFDEBPG_03248","GEFNPNKI_02610","PBAHMKCA_03140","BJFLHFPA_02283","OMEBOICM_01619","EDHNKBAJ_02454","FKHFPJNE_03367","DCCGOOHM_03488","HIMMJIDH_03525"
"group_4776","","hypothetical protein",581,581,1,1,3932,NA,NA,"",374,374,374,"NNFNPJIH_01555","PDNNBANI_02328","JKCDLFCP_02497","KIGINCLF_00701","MLOHFGPA_01753","FENEHPHI_02003","MAFDEBPG_00912","GEFNPNKI_01559","PBAHMKCA_03898","BJFLHFPA_01070","OMEBOICM_01351","EDHNKBAJ_02351","FKHFPJNE_02207","DCCGOOHM_02711","HIMMJIDH_02895"
"pncC_1","","Nicotinamide-nucleotide amidohydrolase PncC",581,581,1,1,3157,NA,NA,"",497,497,497,"NNFNPJIH_02572","PDNNBANI_03506","JKCDLFCP_01252","KIGINCLF_01365","MLOHFGPA_02946","FENEHPHI_00140","MAFDEBPG_01743","GEFNPNKI_00529","PBAHMKCA_00892","BJFLHFPA_01552","OMEBOICM_02258","EDHNKBAJ_01064","FKHFPJNE_02586","DCCGOOHM_00529","HIMMJIDH_01437"
"group_4778","","hypothetical protein",581,581,1,1,1726,NA,NA,"",1277,1277,1277,"NNFNPJIH_00879","PDNNBANI_01926","JKCDLFCP_00649","KIGINCLF_00084","MLOHFGPA_04147","FENEHPHI_01634","MAFDEBPG_01292","GEFNPNKI_01190","PBAHMKCA_02116","BJFLHFPA_00116","OMEBOICM_00614","EDHNKBAJ_00612","FKHFPJNE_01838","DCCGOOHM_02477","HIMMJIDH_02525"
"mlrA_2","","HTH-type transcriptional regulator MlrA",581,581,1,1,5250,NA,NA,"",470,470,470,"NNFNPJIH_00155","PDNNBANI_00263","JKCDLFCP_00253","KIGINCLF_01070","MLOHFGPA_03395","FENEHPHI_03871","MAFDEBPG_01208","GEFNPNKI_02475","PBAHMKCA_00482","BJFLHFPA_00654","OMEBOICM_01137","EDHNKBAJ_02044","FKHFPJNE_00266","DCCGOOHM_01033","HIMMJIDH_01025"
"fadR","","Fatty acid metabolism regulator protein",581,581,1,1,4791,NA,NA,"",719,719,719,"NNFNPJIH_00569","PDNNBANI_00679","JKCDLFCP_02456","KIGINCLF_02479","MLOHFGPA_02167","FENEHPHI_01179","MAFDEBPG_01542","GEFNPNKI_01009","PBAHMKCA_00067","BJFLHFPA_03849","OMEBOICM_03657","EDHNKBAJ_00312","FKHFPJNE_00680","DCCGOOHM_04151","HIMMJIDH_00611"
"ytfJ","","putative protein YtfJ",581,581,1,1,6055,NA,NA,"",557,557,557,"NNFNPJIH_01967","PDNNBANI_01474","JKCDLFCP_01737","KIGINCLF_01672","MLOHFGPA_02587","FENEHPHI_00912","MAFDEBPG_02185","GEFNPNKI_01999","PBAHMKCA_01620","BJFLHFPA_01340","OMEBOICM_00917","EDHNKBAJ_01701","FKHFPJNE_01476","DCCGOOHM_02026","HIMMJIDH_02209"
"emtA","","Endo-type membrane-bound lytic murein transglycosylase A",581,581,1,1,4797,NA,NA,"",611,611,611,"NNFNPJIH_00563","PDNNBANI_00673","JKCDLFCP_02462","KIGINCLF_02473","MLOHFGPA_02173","FENEHPHI_01185","MAFDEBPG_01536","GEFNPNKI_01003","PBAHMKCA_00073","BJFLHFPA_03855","OMEBOICM_03663","EDHNKBAJ_00306","FKHFPJNE_00674","DCCGOOHM_04157","HIMMJIDH_00617"
"lolD","","Lipoprotein-releasing system ATP-binding protein LolD",581,581,1,1,5438,NA,NA,"",701,701,701,"NNFNPJIH_03700","PDNNBANI_00086","JKCDLFCP_00077","KIGINCLF_04264","MLOHFGPA_01145","FENEHPHI_03362","MAFDEBPG_01032","GEFNPNKI_03371","PBAHMKCA_00660","BJFLHFPA_00830","OMEBOICM_03369","EDHNKBAJ_03438","FKHFPJNE_00089","DCCGOOHM_01210","HIMMJIDH_01202"
"group_4784","","hypothetical protein",581,581,1,1,4958,NA,NA,"",266,266,266,"NNFNPJIH_00413","PDNNBANI_00521","JKCDLFCP_01284","KIGINCLF_02707","MLOHFGPA_00952","FENEHPHI_01335","MAFDEBPG_02292","GEFNPNKI_00852","PBAHMKCA_00223","BJFLHFPA_03053","OMEBOICM_01847","EDHNKBAJ_00156","FKHFPJNE_00524","DCCGOOHM_00776","HIMMJIDH_00767"
"bamE","","Outer membrane protein assembly factor BamE",581,581,1,1,3029,NA,NA,"",338,338,338,"NNFNPJIH_04564","PDNNBANI_04498","JKCDLFCP_02576","KIGINCLF_01248","MLOHFGPA_03002","FENEHPHI_00023","MAFDEBPG_04477","GEFNPNKI_00646","PBAHMKCA_00775","BJFLHFPA_01669","OMEBOICM_02500","EDHNKBAJ_01181","FKHFPJNE_02469","DCCGOOHM_00646","HIMMJIDH_01320"
"group_4786","","hypothetical protein",581,581,1,1,1621,NA,NA,"",1022,1022,1022,"NNFNPJIH_00979","PDNNBANI_02026","JKCDLFCP_01808","KIGINCLF_04359","MLOHFGPA_04333","FENEHPHI_01534","MAFDEBPG_01392","GEFNPNKI_01090","PBAHMKCA_02216","BJFLHFPA_00016","OMEBOICM_00714","EDHNKBAJ_00512","FKHFPJNE_01738","DCCGOOHM_02577","HIMMJIDH_02425"
"yhcO","","putative protein YhcO",581,581,1,1,1951,NA,NA,"",272,272,272,"NNFNPJIH_04390","PDNNBANI_04581","JKCDLFCP_03632","KIGINCLF_04107","MLOHFGPA_03922","FENEHPHI_04490","MAFDEBPG_04157","GEFNPNKI_04362","PBAHMKCA_04446","BJFLHFPA_04177","OMEBOICM_04087","EDHNKBAJ_04369","FKHFPJNE_04400","DCCGOOHM_04499","HIMMJIDH_04487"
"sgbE","","L-ribulose-5-phosphate 4-epimerase SgbE",581,581,1,1,1852,NA,NA,"",695,695,695,"NNFNPJIH_00762","PDNNBANI_01808","JKCDLFCP_03320","KIGINCLF_00202","MLOHFGPA_01606","FENEHPHI_01751","MAFDEBPG_03311","GEFNPNKI_01307","PBAHMKCA_01998","BJFLHFPA_00234","OMEBOICM_03270","EDHNKBAJ_00730","FKHFPJNE_01955","DCCGOOHM_02359","HIMMJIDH_02643"
"hslO","","33 kDa chaperonin",581,581,1,1,1659,NA,NA,"",878,878,878,"NNFNPJIH_00943","PDNNBANI_01990","JKCDLFCP_01844","KIGINCLF_00020","MLOHFGPA_03527","FENEHPHI_01570","MAFDEBPG_01356","GEFNPNKI_01126","PBAHMKCA_02180","BJFLHFPA_00052","OMEBOICM_00678","EDHNKBAJ_00548","FKHFPJNE_01774","DCCGOOHM_02541","HIMMJIDH_02461"
"oppF_2","","Oligopeptide transport ATP-binding protein OppF",581,581,1,1,5396,NA,NA,"",590,590,590,"NNFNPJIH_00018","PDNNBANI_00126","JKCDLFCP_00117","KIGINCLF_01208","MLOHFGPA_01185","FENEHPHI_03402","MAFDEBPG_01072","GEFNPNKI_03411","PBAHMKCA_00620","BJFLHFPA_00790","OMEBOICM_01001","EDHNKBAJ_02181","FKHFPJNE_00129","DCCGOOHM_01170","HIMMJIDH_01162"
"dppC_2","","Dipeptide transport system permease protein DppC",581,581,1,1,5398,NA,NA,"",812,812,812,"NNFNPJIH_00016","PDNNBANI_00124","JKCDLFCP_00115","KIGINCLF_01210","MLOHFGPA_01183","FENEHPHI_03400","MAFDEBPG_01070","GEFNPNKI_03409","PBAHMKCA_00622","BJFLHFPA_00792","OMEBOICM_00999","EDHNKBAJ_02183","FKHFPJNE_00127","DCCGOOHM_01172","HIMMJIDH_01164"
"lutR","","HTH-type transcriptional regulator LutR",581,581,1,1,1417,NA,NA,"",689,689,689,"NNFNPJIH_04021","PDNNBANI_04335","JKCDLFCP_03143","KIGINCLF_03345","MLOHFGPA_03586","FENEHPHI_04204","MAFDEBPG_03428","GEFNPNKI_04014","PBAHMKCA_04376","BJFLHFPA_03697","OMEBOICM_03401","EDHNKBAJ_03960","FKHFPJNE_04252","DCCGOOHM_04341","HIMMJIDH_04442"
"gmd","","GDP-mannose 4,6-dehydratase",581,581,1,1,5778,NA,NA,"",1121,1121,1121,"NNFNPJIH_03075","PDNNBANI_03238","JKCDLFCP_00570","KIGINCLF_01535","MLOHFGPA_00750","FENEHPHI_02978","MAFDEBPG_03368","GEFNPNKI_02681","PBAHMKCA_03069","BJFLHFPA_02354","OMEBOICM_01690","EDHNKBAJ_02525","FKHFPJNE_03296","DCCGOOHM_03417","HIMMJIDH_03596"
"rplI","","50S ribosomal protein L9",581,581,1,1,6040,NA,NA,"",449,449,449,"NNFNPJIH_01980","PDNNBANI_01487","JKCDLFCP_01724","KIGINCLF_01685","MLOHFGPA_02574","FENEHPHI_00925","MAFDEBPG_02198","GEFNPNKI_01986","PBAHMKCA_01607","BJFLHFPA_01353","OMEBOICM_00904","EDHNKBAJ_01688","FKHFPJNE_01489","DCCGOOHM_02039","HIMMJIDH_02222"
"group_4795","","hypothetical protein",581,581,1,1,6073,NA,NA,"",302,302,302,"NNFNPJIH_01950","PDNNBANI_01457","JKCDLFCP_04019","KIGINCLF_01655","MLOHFGPA_02604","FENEHPHI_00895","MAFDEBPG_02168","GEFNPNKI_02016","PBAHMKCA_01637","BJFLHFPA_01323","OMEBOICM_00934","EDHNKBAJ_01718","FKHFPJNE_01459","DCCGOOHM_02009","HIMMJIDH_02192"
"clsA","","Cardiolipin synthase A",581,581,1,1,4858,NA,NA,"",1460,1460,1460,"NNFNPJIH_00504","PDNNBANI_00613","JKCDLFCP_01375","KIGINCLF_02414","MLOHFGPA_01043","FENEHPHI_01244","MAFDEBPG_01477","GEFNPNKI_00943","PBAHMKCA_00132","BJFLHFPA_02962","OMEBOICM_01756","EDHNKBAJ_00247","FKHFPJNE_00615","DCCGOOHM_00685","HIMMJIDH_00676"
"rlmN","","Dual-specificity RNA methyltransferase RlmN",581,581,1,1,4134,NA,NA,"",1166,1166,1166,"NNFNPJIH_01395","PDNNBANI_02168","JKCDLFCP_03902","KIGINCLF_04006","MLOHFGPA_01805","FENEHPHI_02163","MAFDEBPG_00752","GEFNPNKI_01720","PBAHMKCA_03474","BJFLHFPA_03365","OMEBOICM_02733","EDHNKBAJ_03467","FKHFPJNE_02367","DCCGOOHM_02871","HIMMJIDH_03056"
"kefF","","Glutathione-regulated potassium-efflux system ancillary protein KefF",581,581,1,1,2516,NA,NA,"",530,530,530,"NNFNPJIH_02710","PDNNBANI_03879","JKCDLFCP_03598","KIGINCLF_01748","MLOHFGPA_00647","FENEHPHI_03099","MAFDEBPG_01682","GEFNPNKI_02816","PBAHMKCA_03370","BJFLHFPA_02400","OMEBOICM_04064","EDHNKBAJ_03039","FKHFPJNE_03451","DCCGOOHM_03572","HIMMJIDH_03937"
"kdsA","","2-dehydro-3-deoxyphosphooctonate aldolase",581,581,1,1,4827,NA,NA,"",854,854,854,"NNFNPJIH_00535","PDNNBANI_00644","JKCDLFCP_03678","KIGINCLF_02445","MLOHFGPA_02201","FENEHPHI_01213","MAFDEBPG_01508","GEFNPNKI_00974","PBAHMKCA_00101","BJFLHFPA_03883","OMEBOICM_01725","EDHNKBAJ_00278","FKHFPJNE_00646","DCCGOOHM_04186","HIMMJIDH_00645"
"hiuH","","5-hydroxyisourate hydrolase",581,581,1,1,4513,NA,NA,"",410,410,410,"NNFNPJIH_01820","PDNNBANI_00938","JKCDLFCP_03339","KIGINCLF_03076","MLOHFGPA_03285","FENEHPHI_02535","MAFDEBPG_02101","GEFNPNKI_02939","PBAHMKCA_02377","BJFLHFPA_02146","OMEBOICM_02555","EDHNKBAJ_01425","FKHFPJNE_00938","DCCGOOHM_01488","HIMMJIDH_00294"
"dgoD_1","","D-galactonate dehydratase",581,581,1,1,1414,NA,NA,"",1190,1190,1190,"NNFNPJIH_04018","PDNNBANI_04338","JKCDLFCP_03146","KIGINCLF_03342","MLOHFGPA_03583","FENEHPHI_04201","MAFDEBPG_03431","GEFNPNKI_04017","PBAHMKCA_04373","BJFLHFPA_03700","OMEBOICM_03404","EDHNKBAJ_03957","FKHFPJNE_04255","DCCGOOHM_04338","HIMMJIDH_04439"
"group_4802","","hypothetical protein",581,581,1,1,2015,NA,NA,"",539,539,539,"NNFNPJIH_02156","PDNNBANI_01664","JKCDLFCP_04278","KIGINCLF_04463","MLOHFGPA_03035","FENEHPHI_01101","MAFDEBPG_04549","GEFNPNKI_01810","PBAHMKCA_01431","BJFLHFPA_04603","OMEBOICM_03688","EDHNKBAJ_01511","FKHFPJNE_01665","DCCGOOHM_02215","HIMMJIDH_02399"
"uhpC_1","","Membrane sensor protein UhpC",581,581,1,1,1462,NA,NA,"",1328,1328,1328,"NNFNPJIH_00653","PDNNBANI_01699","JKCDLFCP_03206","KIGINCLF_03806","MLOHFGPA_01497","FENEHPHI_01860","MAFDEBPG_02737","GEFNPNKI_01416","PBAHMKCA_01889","BJFLHFPA_04099","OMEBOICM_03918","EDHNKBAJ_00839","FKHFPJNE_02064","DCCGOOHM_02250","HIMMJIDH_02752"
"group_4804","","hypothetical protein",581,581,1,1,1723,NA,NA,"",221,221,221,"NNFNPJIH_00882","PDNNBANI_01929","JKCDLFCP_00646","KIGINCLF_00081","MLOHFGPA_04144","FENEHPHI_01631","MAFDEBPG_01295","GEFNPNKI_01187","PBAHMKCA_02119","BJFLHFPA_00113","OMEBOICM_00617","EDHNKBAJ_00609","FKHFPJNE_01835","DCCGOOHM_02480","HIMMJIDH_02522"
"group_4805","","hypothetical protein",581,581,1,1,2728,NA,NA,"",482,482,482,"NNFNPJIH_01173","PDNNBANI_02956","JKCDLFCP_02639","KIGINCLF_00463","MLOHFGPA_01456","FENEHPHI_00490","MAFDEBPG_00530","GEFNPNKI_00179","PBAHMKCA_01242","BJFLHFPA_01870","OMEBOICM_00308","EDHNKBAJ_01921","FKHFPJNE_03833","DCCGOOHM_00179","HIMMJIDH_01787"
"sucA","","2-oxoglutarate dehydrogenase E1 component",581,581,1,1,280,NA,NA,"",2801,2801,2801,"NNFNPJIH_04306","PDNNBANI_03934","JKCDLFCP_04122","KIGINCLF_03861","MLOHFGPA_03811","FENEHPHI_03512","MAFDEBPG_04069","GEFNPNKI_04298","PBAHMKCA_03749","BJFLHFPA_04141","OMEBOICM_01554","EDHNKBAJ_04220","FKHFPJNE_03652","DCCGOOHM_03910","HIMMJIDH_04127"
"purU","","Formyltetrahydrofolate deformylase",581,581,1,1,4840,NA,NA,"",842,842,842,"NNFNPJIH_00520","PDNNBANI_00629","JKCDLFCP_03693","KIGINCLF_02430","MLOHFGPA_01059","FENEHPHI_01228","MAFDEBPG_01493","GEFNPNKI_00959","PBAHMKCA_00116","BJFLHFPA_02946","OMEBOICM_01740","EDHNKBAJ_00263","FKHFPJNE_00631","DCCGOOHM_00669","HIMMJIDH_00660"
"yheH","","putative multidrug resistance ABC transporter ATP-binding/permease protein YheH",581,581,1,1,4358,NA,NA,"",1721,1721,1721,"NNFNPJIH_01679","PDNNBANI_01079","JKCDLFCP_01954","KIGINCLF_02232","MLOHFGPA_00406","FENEHPHI_02394","MAFDEBPG_03651","GEFNPNKI_03477","PBAHMKCA_02236","BJFLHFPA_03254","OMEBOICM_02091","EDHNKBAJ_01284","FKHFPJNE_01080","DCCGOOHM_01631","HIMMJIDH_00152"
"group_4809","","hypothetical protein",581,581,1,1,1976,NA,NA,"",164,164,164,"NNFNPJIH_04415","PDNNBANI_04606","JKCDLFCP_03657","KIGINCLF_04082","MLOHFGPA_03947","FENEHPHI_04515","MAFDEBPG_04182","GEFNPNKI_04337","PBAHMKCA_04471","BJFLHFPA_04202","OMEBOICM_04112","EDHNKBAJ_04344","FKHFPJNE_04375","DCCGOOHM_04474","HIMMJIDH_04462"
"yfcS_2","","putative fimbrial chaperone YfcS",581,581,1,1,2394,NA,NA,"",752,752,752,"NNFNPJIH_02827","PDNNBANI_03760","JKCDLFCP_02718","KIGINCLF_03550","MLOHFGPA_00528","FENEHPHI_03219","MAFDEBPG_03696","GEFNPNKI_04225","PBAHMKCA_03253","BJFLHFPA_04002","OMEBOICM_03790","EDHNKBAJ_04187","FKHFPJNE_03568","DCCGOOHM_03691","HIMMJIDH_03819"
"erpA","","Iron-sulfur cluster insertion protein ErpA",581,581,1,1,2387,NA,NA,"",344,344,344,"NNFNPJIH_02834","PDNNBANI_03753","JKCDLFCP_02725","KIGINCLF_03543","MLOHFGPA_00521","FENEHPHI_03226","MAFDEBPG_03703","GEFNPNKI_04232","PBAHMKCA_03246","BJFLHFPA_03995","OMEBOICM_03797","EDHNKBAJ_04180","FKHFPJNE_03575","DCCGOOHM_03698","HIMMJIDH_03812"
"grxA","","Glutaredoxin 1",581,581,1,1,4310,NA,NA,"",263,263,263,"NNFNPJIH_01636","PDNNBANI_01122","JKCDLFCP_01997","KIGINCLF_02189","MLOHFGPA_00363","FENEHPHI_02351","MAFDEBPG_04137","GEFNPNKI_03520","PBAHMKCA_04126","BJFLHFPA_03211","OMEBOICM_02048","EDHNKBAJ_01241","FKHFPJNE_01123","DCCGOOHM_01674","HIMMJIDH_00109"
"fabG","","3-oxoacyl-[acyl-carrier-protein] reductase FabG",581,581,1,1,5462,NA,NA,"",734,734,734,"NNFNPJIH_03677","PDNNBANI_00063","JKCDLFCP_00054","KIGINCLF_03443","MLOHFGPA_01122","FENEHPHI_03339","MAFDEBPG_01009","GEFNPNKI_03348","PBAHMKCA_00683","BJFLHFPA_00853","OMEBOICM_03346","EDHNKBAJ_03415","FKHFPJNE_00066","DCCGOOHM_01233","HIMMJIDH_01225"
"ydgA","","Protein YdgA",581,581,1,1,5169,NA,NA,"",1508,1508,1508,"NNFNPJIH_00233","PDNNBANI_00341","JKCDLFCP_04525","KIGINCLF_02531","MLOHFGPA_02383","FENEHPHI_01515","MAFDEBPG_02376","GEFNPNKI_00672","PBAHMKCA_00404","BJFLHFPA_04621","OMEBOICM_03531","EDHNKBAJ_04434","FKHFPJNE_00344","DCCGOOHM_00955","HIMMJIDH_00947"
"nanR","","HTH-type transcriptional repressor NanR",581,581,1,1,2556,NA,NA,"",782,782,782,"NNFNPJIH_01006","PDNNBANI_02789","JKCDLFCP_00741","KIGINCLF_00296","MLOHFGPA_01289","FENEHPHI_00657","MAFDEBPG_00364","GEFNPNKI_00012","PBAHMKCA_01409","BJFLHFPA_01703","OMEBOICM_04520","EDHNKBAJ_01754","FKHFPJNE_03999","DCCGOOHM_00012","HIMMJIDH_01953"
"group_4816","","hypothetical protein",581,581,1,1,34,NA,NA,"",845,845,845,"NNFNPJIH_02908","PDNNBANI_01258","JKCDLFCP_04519","KIGINCLF_02302","MLOHFGPA_03185","FENEHPHI_00696","MAFDEBPG_04597","GEFNPNKI_03585","PBAHMKCA_01837","BJFLHFPA_03918","OMEBOICM_02299","EDHNKBAJ_02782","FKHFPJNE_01259","DCCGOOHM_01810","HIMMJIDH_01992"
"puuP","","Putrescine importer PuuP",581,581,1,1,5263,NA,NA,"",1343,1343,1343,"NNFNPJIH_00144","PDNNBANI_00252","JKCDLFCP_00242","KIGINCLF_01082","MLOHFGPA_03384","FENEHPHI_03860","MAFDEBPG_01197","GEFNPNKI_02464","PBAHMKCA_00493","BJFLHFPA_00665","OMEBOICM_01126","EDHNKBAJ_02055","FKHFPJNE_00255","DCCGOOHM_01044","HIMMJIDH_01036"
"dgcE","","putative diguanylate cyclase DgcE",581,581,1,1,5792,NA,NA,"",371,371,371,"NNFNPJIH_03089","PDNNBANI_03224","JKCDLFCP_00556","KIGINCLF_01521","MLOHFGPA_00764","FENEHPHI_02964","MAFDEBPG_03382","GEFNPNKI_02667","PBAHMKCA_03083","BJFLHFPA_02340","OMEBOICM_01676","EDHNKBAJ_02511","FKHFPJNE_03310","DCCGOOHM_03431","HIMMJIDH_03582"
"ileS","","Isoleucine--tRNA ligase",581,581,1,1,15,NA,NA,"",2834,2834,2834,"NNFNPJIH_02889","PDNNBANI_01239","JKCDLFCP_04177","KIGINCLF_02283","MLOHFGPA_03204","FENEHPHI_00677","MAFDEBPG_04345","GEFNPNKI_03566","PBAHMKCA_01856","BJFLHFPA_03899","OMEBOICM_02280","EDHNKBAJ_02763","FKHFPJNE_01240","DCCGOOHM_01791","HIMMJIDH_01973"
"yqhD","","Alcohol dehydrogenase YqhD",581,581,1,1,2737,NA,NA,"",1163,1163,1163,"NNFNPJIH_01180","PDNNBANI_02963","JKCDLFCP_02632","KIGINCLF_00470","MLOHFGPA_01463","FENEHPHI_00483","MAFDEBPG_00537","GEFNPNKI_00186","PBAHMKCA_01235","BJFLHFPA_02806","OMEBOICM_00315","EDHNKBAJ_01928","FKHFPJNE_03826","DCCGOOHM_00186","HIMMJIDH_01780"
"yibF","","putative GST-like protein YibF",581,581,1,1,1859,NA,NA,"",608,608,608,"NNFNPJIH_00755","PDNNBANI_01801","JKCDLFCP_03327","KIGINCLF_00209","MLOHFGPA_01599","FENEHPHI_01758","MAFDEBPG_03304","GEFNPNKI_01314","PBAHMKCA_01991","BJFLHFPA_00241","OMEBOICM_03277","EDHNKBAJ_00737","FKHFPJNE_01962","DCCGOOHM_02352","HIMMJIDH_02650"
"msrC","","Free methionine-R-sulfoxide reductase",581,581,1,1,4748,NA,NA,"",569,569,569,"NNFNPJIH_00609","PDNNBANI_00719","JKCDLFCP_02415","KIGINCLF_02519","MLOHFGPA_02126","FENEHPHI_01138","MAFDEBPG_04577","GEFNPNKI_01049","PBAHMKCA_00026","BJFLHFPA_04407","OMEBOICM_03616","EDHNKBAJ_00352","FKHFPJNE_00720","DCCGOOHM_04110","HIMMJIDH_00570"
"yhaJ_2","","HTH-type transcriptional regulator YhaJ",581,581,1,1,5734,NA,NA,"",914,914,914,"NNFNPJIH_04584","PDNNBANI_03279","JKCDLFCP_04222","KIGINCLF_02868","MLOHFGPA_00709","FENEHPHI_03019","MAFDEBPG_03111","GEFNPNKI_03836","PBAHMKCA_03028","BJFLHFPA_03521","OMEBOICM_04400","EDHNKBAJ_02566","FKHFPJNE_03255","DCCGOOHM_03377","HIMMJIDH_03637"
"yohF","","putative oxidoreductase YohF",581,581,1,1,5896,NA,NA,"",761,761,761,"NNFNPJIH_03140","PDNNBANI_03173","JKCDLFCP_00505","KIGINCLF_01470","MLOHFGPA_00815","FENEHPHI_02913","MAFDEBPG_03254","GEFNPNKI_02616","PBAHMKCA_03134","BJFLHFPA_02289","OMEBOICM_01625","EDHNKBAJ_02460","FKHFPJNE_03361","DCCGOOHM_03482","HIMMJIDH_03531"
"btuF","","Vitamin B12-binding protein",581,581,1,1,2385,NA,NA,"",800,800,800,"NNFNPJIH_02836","PDNNBANI_03751","JKCDLFCP_02727","KIGINCLF_03541","MLOHFGPA_00519","FENEHPHI_03228","MAFDEBPG_03705","GEFNPNKI_04234","PBAHMKCA_03244","BJFLHFPA_03993","OMEBOICM_03799","EDHNKBAJ_04178","FKHFPJNE_03577","DCCGOOHM_03700","HIMMJIDH_03810"
"glmS_2","","Glutamine--fructose-6-phosphate aminotransferase [isomerizing]",581,581,1,1,1390,NA,NA,"",1829,1829,1829,"NNFNPJIH_03994","PDNNBANI_04362","JKCDLFCP_03170","KIGINCLF_03318","MLOHFGPA_03559","FENEHPHI_04177","MAFDEBPG_03455","GEFNPNKI_04041","PBAHMKCA_04349","BJFLHFPA_03724","OMEBOICM_03428","EDHNKBAJ_03933","FKHFPJNE_04279","DCCGOOHM_04314","HIMMJIDH_04415"
"qseC_2","","Sensor protein QseC",581,581,1,1,2719,NA,NA,"",1349,1349,1349,"NNFNPJIH_01165","PDNNBANI_02948","JKCDLFCP_02647","KIGINCLF_00455","MLOHFGPA_01448","FENEHPHI_00498","MAFDEBPG_00522","GEFNPNKI_00171","PBAHMKCA_01250","BJFLHFPA_01862","OMEBOICM_00300","EDHNKBAJ_01913","FKHFPJNE_03841","DCCGOOHM_00171","HIMMJIDH_01795"
"ybiU","","putative protein YbiU",581,581,1,1,4272,NA,NA,"",1265,1265,1265,"NNFNPJIH_01602","PDNNBANI_01156","JKCDLFCP_04386","KIGINCLF_02155","MLOHFGPA_00329","FENEHPHI_02317","MAFDEBPG_04103","GEFNPNKI_03554","PBAHMKCA_04160","BJFLHFPA_03177","OMEBOICM_02014","EDHNKBAJ_01207","FKHFPJNE_01157","DCCGOOHM_01708","HIMMJIDH_00075"
"dsbL","","Thiol:disulfide interchange protein DsbL",581,581,1,1,2704,NA,NA,"",671,671,671,"NNFNPJIH_01150","PDNNBANI_02933","JKCDLFCP_00885","KIGINCLF_00440","MLOHFGPA_01433","FENEHPHI_00513","MAFDEBPG_00507","GEFNPNKI_00156","PBAHMKCA_01265","BJFLHFPA_01847","OMEBOICM_02972","EDHNKBAJ_01898","FKHFPJNE_03856","DCCGOOHM_00156","HIMMJIDH_01810"
"hslR","","Heat shock protein 15",581,581,1,1,1658,NA,NA,"",401,401,401,"NNFNPJIH_00944","PDNNBANI_01991","JKCDLFCP_01843","KIGINCLF_00019","MLOHFGPA_03528","FENEHPHI_01569","MAFDEBPG_01357","GEFNPNKI_01125","PBAHMKCA_02181","BJFLHFPA_00051","OMEBOICM_00679","EDHNKBAJ_00547","FKHFPJNE_01773","DCCGOOHM_02542","HIMMJIDH_02460"
