"Gene","Non.unique.Gene.name","Annotation","No..isolates","No..sequences","Avg.sequences.per.isolate","Genome.Fragment","Order.within.Fragment","Accessory.Fragment","Accessory.Order.with.Fragment","QC","Min.group.size.nuc","Max.group.size.nuc","Avg.group.size.nuc","SRR28323381","SRR8280066","SRR14766395","SRR14766367","NDSU17","SRR14766454","SRR14766374","SRR11101171","SRR7011986","SRR5000227","SRR27714918","SRR5000221","SRR2096623","SRR2994394","NDSU13"
"ptsN","","Nitrogen regulatory protein",581,581,1,1,2575,NA,NA,"",491,491,491,"AAOAKINP_00772","FLNDLMAF_03766","HEGDAGBG_02414","OOJFKJFD_00516","OMAFMDHC_00030","DHLDAANJ_00505","OGNHHAPP_01926","EPILMDOP_03117","OJOAJMDO_00680","FKHFPJNE_03981","JDGPEFCB_00030","EKBIAHBP_01371","GEOHAANM_00030","NNGIMOCL_00638","GBFFMACB_00702"
"pabB","","Aminodeoxychorismate synthase component 1",581,581,1,1,4772,NA,NA,"",1364,1364,1364,"AAOAKINP_00695","FLNDLMAF_00957","HEGDAGBG_01217","OOJFKJFD_03309","OMAFMDHC_02373","DHLDAANJ_02622","OGNHHAPP_00492","EPILMDOP_03852","OJOAJMDO_00031","FKHFPJNE_00699","JDGPEFCB_01957","EKBIAHBP_00048","GEOHAANM_03853","NNGIMOCL_03488","GBFFMACB_01549"
"group_5441","","hypothetical protein",581,581,1,1,1775,NA,NA,"",2060,2060,2060,"AAOAKINP_02542","FLNDLMAF_00699","HEGDAGBG_00648","OOJFKJFD_01122","OMAFMDHC_01764","DHLDAANJ_00132","OGNHHAPP_01014","EPILMDOP_01209","OJOAJMDO_00792","FKHFPJNE_01886","JDGPEFCB_02166","EKBIAHBP_02534","GEOHAANM_00524","NNGIMOCL_01447","GBFFMACB_01759"
"dctA","","Aerobic C4-dicarboxylate transport protein",581,581,1,1,1779,NA,NA,"",1286,1286,1286,"AAOAKINP_02538","FLNDLMAF_00695","HEGDAGBG_00644","OOJFKJFD_01118","OMAFMDHC_01768","DHLDAANJ_00136","OGNHHAPP_01018","EPILMDOP_01205","OJOAJMDO_00788","FKHFPJNE_01890","JDGPEFCB_02170","EKBIAHBP_02530","GEOHAANM_00520","NNGIMOCL_01443","GBFFMACB_01763"
"accB","","Biotin carboxyl carrier protein of acetyl-CoA carboxylase",581,581,1,1,1967,NA,NA,"",470,470,470,"AAOAKINP_04494","FLNDLMAF_04411","HEGDAGBG_04538","OOJFKJFD_04417","OMAFMDHC_04414","DHLDAANJ_02896","OGNHHAPP_04393","EPILMDOP_04246","OJOAJMDO_04242","FKHFPJNE_04384","JDGPEFCB_04493","EKBIAHBP_04477","GEOHAANM_04349","NNGIMOCL_04449","GBFFMACB_03638"
"yhhA","","putative protein YhhA",581,581,1,1,1716,NA,NA,"",416,416,416,"AAOAKINP_02600","FLNDLMAF_00757","HEGDAGBG_00706","OOJFKJFD_01180","OMAFMDHC_01706","DHLDAANJ_00074","OGNHHAPP_00956","EPILMDOP_01267","OJOAJMDO_00850","FKHFPJNE_01828","JDGPEFCB_02108","EKBIAHBP_02592","GEOHAANM_00582","NNGIMOCL_01505","GBFFMACB_01701"
"lnt","","Apolipoprotein N-acyltransferase",581,581,1,1,331,NA,NA,"",1589,1589,1589,"AAOAKINP_04004","FLNDLMAF_03504","HEGDAGBG_03809","OOJFKJFD_03777","OMAFMDHC_03932","DHLDAANJ_01041","OGNHHAPP_03330","EPILMDOP_02803","OJOAJMDO_02733","FKHFPJNE_03708","JDGPEFCB_03978","EKBIAHBP_03700","GEOHAANM_02176","NNGIMOCL_03404","GBFFMACB_00087"
"torT","","Periplasmic protein TorT",581,581,1,1,1423,NA,NA,"",1040,1040,1040,"AAOAKINP_04326","FLNDLMAF_04330","HEGDAGBG_04209","OOJFKJFD_04183","OMAFMDHC_04247","DHLDAANJ_01578","OGNHHAPP_04083","EPILMDOP_03652","OJOAJMDO_03597","FKHFPJNE_04246","JDGPEFCB_04378","EKBIAHBP_04184","GEOHAANM_03655","NNGIMOCL_04165","GBFFMACB_03100"
"group_5447","","hypothetical protein",581,581,1,1,4544,NA,NA,"",395,395,395,"AAOAKINP_01727","FLNDLMAF_01991","HEGDAGBG_01511","OOJFKJFD_00318","OMAFMDHC_00839","DHLDAANJ_01669","OGNHHAPP_02524","EPILMDOP_00854","OJOAJMDO_01249","FKHFPJNE_00913","JDGPEFCB_00985","EKBIAHBP_01569","GEOHAANM_04184","NNGIMOCL_01805","GBFFMACB_03766"
"ttgI","","Toluene efflux pump outer membrane protein TtgI",581,581,1,1,5897,NA,NA,"",1436,1436,1436,"AAOAKINP_03458","FLNDLMAF_02893","HEGDAGBG_03344","OOJFKJFD_02649","OMAFMDHC_03463","DHLDAANJ_03984","OGNHHAPP_03081","EPILMDOP_03049","OJOAJMDO_04384","FKHFPJNE_03362","JDGPEFCB_03461","EKBIAHBP_03451","GEOHAANM_02489","NNGIMOCL_02948","GBFFMACB_02984"
"gstB","","Glutathione S-transferase GstB",581,581,1,1,4299,NA,NA,"",626,626,626,"AAOAKINP_01508","FLNDLMAF_01772","HEGDAGBG_01292","OOJFKJFD_00099","OMAFMDHC_01058","DHLDAANJ_02649","OGNHHAPP_02743","EPILMDOP_00635","OJOAJMDO_01030","FKHFPJNE_01133","JDGPEFCB_00766","EKBIAHBP_01788","GEOHAANM_04531","NNGIMOCL_03663","GBFFMACB_04371"
"ypeA","","Acetyltransferase YpeA",581,581,1,1,4017,NA,NA,"",425,425,425,"AAOAKINP_02861","FLNDLMAF_01471","HEGDAGBG_01881","OOJFKJFD_01441","OMAFMDHC_02123","DHLDAANJ_00954","OGNHHAPP_02420","EPILMDOP_00538","OJOAJMDO_01440","FKHFPJNE_02291","JDGPEFCB_02525","EKBIAHBP_02853","GEOHAANM_01241","NNGIMOCL_02117","GBFFMACB_01120"
"group_5451","","hypothetical protein",581,581,1,1,3640,NA,NA,"",731,731,731,"AAOAKINP_04562","FLNDLMAF_04446","HEGDAGBG_04503","OOJFKJFD_04485","OMAFMDHC_04449","DHLDAANJ_03001","OGNHHAPP_04418","EPILMDOP_02541","OJOAJMDO_04085","FKHFPJNE_04452","JDGPEFCB_04528","EKBIAHBP_04512","GEOHAANM_04225","NNGIMOCL_03696","GBFFMACB_03671"
"plsY","","putative glycerol-3-phosphate acyltransferase",581,581,1,1,2690,NA,NA,"",611,611,611,"AAOAKINP_00883","FLNDLMAF_03877","HEGDAGBG_02525","OOJFKJFD_00627","OMAFMDHC_00141","DHLDAANJ_03886","OGNHHAPP_02038","EPILMDOP_04474","OJOAJMDO_00569","FKHFPJNE_03870","JDGPEFCB_00141","EKBIAHBP_01260","GEOHAANM_00141","NNGIMOCL_00527","GBFFMACB_00591"
"lolA","","Outer-membrane lipoprotein carrier protein",581,581,1,1,4364,NA,NA,"",611,611,611,"AAOAKINP_01566","FLNDLMAF_01830","HEGDAGBG_01350","OOJFKJFD_00157","OMAFMDHC_01000","DHLDAANJ_02470","OGNHHAPP_02685","EPILMDOP_00693","OJOAJMDO_01088","FKHFPJNE_01075","JDGPEFCB_00824","EKBIAHBP_01730","GEOHAANM_03322","NNGIMOCL_01644","GBFFMACB_02686"
"pspB","","Phage shock protein B",581,581,1,1,4914,NA,NA,"",224,224,224,"AAOAKINP_00559","FLNDLMAF_01092","HEGDAGBG_01081","OOJFKJFD_03445","OMAFMDHC_02509","DHLDAANJ_01288","OGNHHAPP_00628","EPILMDOP_01775","OJOAJMDO_00167","FKHFPJNE_00563","JDGPEFCB_01821","EKBIAHBP_00184","GEOHAANM_02672","NNGIMOCL_02226","GBFFMACB_01413"
"alaE","","L-alanine exporter AlaE",581,581,1,1,3132,NA,NA,"",449,449,449,"AAOAKINP_01300","FLNDLMAF_00386","HEGDAGBG_02274","OOJFKJFD_02957","OMAFMDHC_00559","DHLDAANJ_00728","OGNHHAPP_01447","EPILMDOP_01503","OJOAJMDO_02301","FKHFPJNE_02556","JDGPEFCB_00558","EKBIAHBP_00844","GEOHAANM_01699","NNGIMOCL_00110","GBFFMACB_02846"
"pepE","","Peptidase E",581,581,1,1,2014,NA,NA,"",704,704,704,"AAOAKINP_02329","FLNDLMAF_02967","HEGDAGBG_00010","OOJFKJFD_02574","OMAFMDHC_01592","DHLDAANJ_04241","OGNHHAPP_00010","EPILMDOP_03973","OJOAJMDO_04512","FKHFPJNE_01666","JDGPEFCB_01587","EKBIAHBP_01896","GEOHAANM_03938","NNGIMOCL_02680","GBFFMACB_03334"
"group_5457","","hypothetical protein",581,581,1,1,4401,NA,NA,"",548,548,548,"AAOAKINP_01600","FLNDLMAF_01864","HEGDAGBG_01384","OOJFKJFD_00191","OMAFMDHC_00966","DHLDAANJ_03401","OGNHHAPP_02651","EPILMDOP_00727","OJOAJMDO_01122","FKHFPJNE_01041","JDGPEFCB_00858","EKBIAHBP_01696","GEOHAANM_03288","NNGIMOCL_01678","GBFFMACB_02720"
"yaaA","","Peroxide stress resistance protein YaaA",581,581,1,1,59,NA,NA,"",773,773,773,"AAOAKINP_01946","FLNDLMAF_03684","HEGDAGBG_00393","OOJFKJFD_03915","OMAFMDHC_01208","DHLDAANJ_02017","OGNHHAPP_00393","EPILMDOP_03299","OJOAJMDO_02821","FKHFPJNE_01283","JDGPEFCB_01204","EKBIAHBP_02279","GEOHAANM_01362","NNGIMOCL_02741","GBFFMACB_04389"
"galK","","Galactokinase",581,581,1,1,4201,NA,NA,"",1148,1148,1148,"AAOAKINP_01416","FLNDLMAF_01680","HEGDAGBG_04368","OOJFKJFD_00007","OMAFMDHC_01150","DHLDAANJ_01809","OGNHHAPP_04208","EPILMDOP_03756","OJOAJMDO_03664","FKHFPJNE_01225","JDGPEFCB_00674","EKBIAHBP_01880","GEOHAANM_03815","NNGIMOCL_03571","GBFFMACB_03166"
"metQ_2","","D-methionine-binding lipoprotein MetQ",581,581,1,1,2343,NA,NA,"",815,815,815,"AAOAKINP_03703","FLNDLMAF_03203","HEGDAGBG_03530","OOJFKJFD_03070","OMAFMDHC_03629","DHLDAANJ_02193","OGNHHAPP_03681","EPILMDOP_03588","OJOAJMDO_03846","FKHFPJNE_03618","JDGPEFCB_03700","EKBIAHBP_04337","GEOHAANM_03951","NNGIMOCL_04321","GBFFMACB_03347"
"ptsO","","Phosphocarrier protein NPr",581,581,1,1,2573,NA,NA,"",272,272,272,"AAOAKINP_00770","FLNDLMAF_03764","HEGDAGBG_02412","OOJFKJFD_00514","OMAFMDHC_00028","DHLDAANJ_00507","OGNHHAPP_01924","EPILMDOP_03115","OJOAJMDO_00682","FKHFPJNE_03983","JDGPEFCB_00028","EKBIAHBP_01373","GEOHAANM_00028","NNGIMOCL_00640","GBFFMACB_00704"
"xapA","","Purine nucleoside phosphorylase 2",581,581,1,1,3990,NA,NA,"",833,833,833,"AAOAKINP_02888","FLNDLMAF_01498","HEGDAGBG_01854","OOJFKJFD_01468","OMAFMDHC_02150","DHLDAANJ_00981","OGNHHAPP_02393","EPILMDOP_00511","OJOAJMDO_01467","FKHFPJNE_02264","JDGPEFCB_02552","EKBIAHBP_02880","GEOHAANM_01214","NNGIMOCL_02090","GBFFMACB_01147"
"intA_1","","Prophage integrase IntA",581,581,1,1,804,NA,NA,"",269,269,269,"AAOAKINP_03136","FLNDLMAF_02100","HEGDAGBG_03105","OOJFKJFD_01899","OMAFMDHC_03141","DHLDAANJ_01384","OGNHHAPP_02943","EPILMDOP_00967","OJOAJMDO_03494","FKHFPJNE_03043","JDGPEFCB_02800","EKBIAHBP_03129","GEOHAANM_00807","NNGIMOCL_00741","GBFFMACB_04282"
"sufC","","putative ATP-dependent transporter SufC",581,581,1,1,5271,NA,NA,"",746,746,746,"AAOAKINP_00243","FLNDLMAF_02449","HEGDAGBG_02939","OOJFKJFD_02218","OMAFMDHC_02822","DHLDAANJ_00308","OGNHHAPP_01650","EPILMDOP_00094","OJOAJMDO_01849","FKHFPJNE_00247","JDGPEFCB_03303","EKBIAHBP_00500","GEOHAANM_01979","NNGIMOCL_01091","GBFFMACB_02802"
"group_5465","","hypothetical protein",581,581,1,1,4247,NA,NA,"",995,995,995,"AAOAKINP_01460","FLNDLMAF_01724","HEGDAGBG_04324","OOJFKJFD_00051","OMAFMDHC_01106","DHLDAANJ_01853","OGNHHAPP_04164","EPILMDOP_03800","OJOAJMDO_03708","FKHFPJNE_01181","JDGPEFCB_00718","EKBIAHBP_01836","GEOHAANM_03771","NNGIMOCL_03615","GBFFMACB_03210"
"group_5466","","hypothetical protein",581,581,1,1,3062,NA,NA,"",431,431,431,"AAOAKINP_01363","FLNDLMAF_00449","HEGDAGBG_02337","OOJFKJFD_03020","OMAFMDHC_00622","DHLDAANJ_00791","OGNHHAPP_01510","EPILMDOP_01440","OJOAJMDO_03747","FKHFPJNE_02493","JDGPEFCB_00621","EKBIAHBP_00781","GEOHAANM_01636","NNGIMOCL_00047","GBFFMACB_03273"
"csgG","","Curli production assembly/transport component CsgG",581,581,1,1,5523,NA,NA,"",833,833,833,"AAOAKINP_00005","FLNDLMAF_02687","HEGDAGBG_04667","OOJFKJFD_01980","OMAFMDHC_03060","DHLDAANJ_04476","OGNHHAPP_01888","EPILMDOP_00332","OJOAJMDO_03258","FKHFPJNE_00009","JDGPEFCB_03065","EKBIAHBP_04655","GEOHAANM_02995","NNGIMOCL_01329","GBFFMACB_02024"
"fliY","","L-cystine-binding protein FliY",581,581,1,1,4642,NA,NA,"",800,800,800,"AAOAKINP_01816","FLNDLMAF_04104","HEGDAGBG_01600","OOJFKJFD_00407","OMAFMDHC_00750","DHLDAANJ_02694","OGNHHAPP_03763","EPILMDOP_02667","OJOAJMDO_03055","FKHFPJNE_00824","JDGPEFCB_01074","EKBIAHBP_01480","GEOHAANM_02908","NNGIMOCL_01894","GBFFMACB_02270"
"qorB","","Quinone oxidoreductase 2",581,581,1,1,6051,NA,NA,"",848,848,848,"AAOAKINP_02142","FLNDLMAF_03154","HEGDAGBG_00197","OOJFKJFD_02388","OMAFMDHC_01405","DHLDAANJ_00587","OGNHHAPP_00197","EPILMDOP_02460","OJOAJMDO_01580","FKHFPJNE_01480","JDGPEFCB_01400","EKBIAHBP_02084","GEOHAANM_01558","NNGIMOCL_02494","GBFFMACB_01245"
"map","","Methionine aminopeptidase",581,581,1,1,2374,NA,NA,"",794,794,794,"AAOAKINP_03733","FLNDLMAF_03233","HEGDAGBG_03560","OOJFKJFD_03100","OMAFMDHC_03659","DHLDAANJ_02163","OGNHHAPP_03651","EPILMDOP_03558","OJOAJMDO_03816","FKHFPJNE_03588","JDGPEFCB_03730","EKBIAHBP_04367","GEOHAANM_03981","NNGIMOCL_04351","GBFFMACB_03377"
"rsxG","","Ion-translocating oxidoreductase complex subunit G",581,581,1,1,5181,NA,NA,"",620,620,620,"AAOAKINP_00330","FLNDLMAF_02362","HEGDAGBG_03026","OOJFKJFD_02305","OMAFMDHC_02735","DHLDAANJ_00395","OGNHHAPP_01563","EPILMDOP_00007","OJOAJMDO_01936","FKHFPJNE_00334","JDGPEFCB_03390","EKBIAHBP_00413","GEOHAANM_02066","NNGIMOCL_01004","GBFFMACB_00929"
"clcA","","H(+)/Cl(-) exchange transporter ClcA",581,581,1,1,2388,NA,NA,"",1421,1421,1421,"AAOAKINP_03747","FLNDLMAF_03247","HEGDAGBG_03574","OOJFKJFD_03114","OMAFMDHC_03673","DHLDAANJ_02149","OGNHHAPP_03637","EPILMDOP_03544","OJOAJMDO_03802","FKHFPJNE_03574","JDGPEFCB_03744","EKBIAHBP_04381","GEOHAANM_03995","NNGIMOCL_04365","GBFFMACB_03391"
"group_5473","","hypothetical protein",581,581,1,1,2978,NA,NA,"",1046,1046,1046,"AAOAKINP_01165","FLNDLMAF_00251","HEGDAGBG_02139","OOJFKJFD_00909","OMAFMDHC_00424","DHLDAANJ_02563","OGNHHAPP_01312","EPILMDOP_01636","OJOAJMDO_02166","FKHFPJNE_02691","JDGPEFCB_00423","EKBIAHBP_00977","GEOHAANM_01834","NNGIMOCL_00245","GBFFMACB_02179"
"nudF","","ADP-ribose pyrophosphatase",581,581,1,1,2712,NA,NA,"",632,632,632,"AAOAKINP_00905","FLNDLMAF_03899","HEGDAGBG_02547","OOJFKJFD_00649","OMAFMDHC_00163","DHLDAANJ_03942","OGNHHAPP_02060","EPILMDOP_04172","OJOAJMDO_00547","FKHFPJNE_03848","JDGPEFCB_00163","EKBIAHBP_01238","GEOHAANM_00163","NNGIMOCL_00505","GBFFMACB_00569"
"group_5475","","hypothetical protein",581,581,1,1,6042,NA,NA,"",635,635,635,"AAOAKINP_02149","FLNDLMAF_03147","HEGDAGBG_00190","OOJFKJFD_02395","OMAFMDHC_01412","DHLDAANJ_00594","OGNHHAPP_00190","EPILMDOP_02453","OJOAJMDO_01587","FKHFPJNE_01487","JDGPEFCB_01407","EKBIAHBP_02076","GEOHAANM_01565","NNGIMOCL_02501","GBFFMACB_01252"
"group_5476","","hypothetical protein",581,581,1,1,4242,NA,NA,"",758,758,758,"AAOAKINP_01455","FLNDLMAF_01719","HEGDAGBG_04329","OOJFKJFD_00046","OMAFMDHC_01111","DHLDAANJ_01848","OGNHHAPP_04169","EPILMDOP_03795","OJOAJMDO_03703","FKHFPJNE_01186","JDGPEFCB_00713","EKBIAHBP_01841","GEOHAANM_03776","NNGIMOCL_03610","GBFFMACB_03205"
"patA","","Putrescine aminotransferase",581,581,1,1,2680,NA,NA,"",1379,1379,1379,"AAOAKINP_00872","FLNDLMAF_03866","HEGDAGBG_02514","OOJFKJFD_00616","OMAFMDHC_00130","DHLDAANJ_00405","OGNHHAPP_02027","EPILMDOP_03217","OJOAJMDO_00580","FKHFPJNE_03881","JDGPEFCB_00130","EKBIAHBP_01271","GEOHAANM_00130","NNGIMOCL_00538","GBFFMACB_00602"
"group_5478","","hypothetical protein",581,581,1,1,6117,NA,NA,"",500,500,500,"AAOAKINP_02076","FLNDLMAF_04499","HEGDAGBG_00263","OOJFKJFD_02322","OMAFMDHC_01339","DHLDAANJ_04107","OGNHHAPP_00263","EPILMDOP_02526","OJOAJMDO_01514","FKHFPJNE_01414","JDGPEFCB_01334","EKBIAHBP_02150","GEOHAANM_01492","NNGIMOCL_04608","GBFFMACB_01179"
"kdsD","","Arabinose 5-phosphate isomerase KdsD",581,581,1,1,2582,NA,NA,"",986,986,986,"AAOAKINP_00779","FLNDLMAF_03773","HEGDAGBG_02421","OOJFKJFD_00523","OMAFMDHC_00037","DHLDAANJ_00498","OGNHHAPP_01933","EPILMDOP_03124","OJOAJMDO_00673","FKHFPJNE_03974","JDGPEFCB_00037","EKBIAHBP_01364","GEOHAANM_00037","NNGIMOCL_00631","GBFFMACB_00695"
"sapF","","Peptide transport system ATP-binding protein SapF",581,581,1,1,4907,NA,NA,"",806,806,806,"AAOAKINP_00566","FLNDLMAF_01085","HEGDAGBG_01088","OOJFKJFD_03438","OMAFMDHC_02502","DHLDAANJ_01295","OGNHHAPP_00621","EPILMDOP_01782","OJOAJMDO_00160","FKHFPJNE_00570","JDGPEFCB_01828","EKBIAHBP_00177","GEOHAANM_02665","NNGIMOCL_02219","GBFFMACB_01420"
"gnsA","","Protein GnsA",581,581,1,1,4787,NA,NA,"",173,173,173,"AAOAKINP_00680","FLNDLMAF_00972","HEGDAGBG_01202","OOJFKJFD_03324","OMAFMDHC_02388","DHLDAANJ_02607","OGNHHAPP_00507","EPILMDOP_03867","OJOAJMDO_00046","FKHFPJNE_00684","JDGPEFCB_01942","EKBIAHBP_00063","GEOHAANM_03868","NNGIMOCL_03503","GBFFMACB_01534"
"fumC","","Fumarate hydratase class II",581,581,1,1,5166,NA,NA,"",1403,1403,1403,"AAOAKINP_00343","FLNDLMAF_01309","HEGDAGBG_00865","OOJFKJFD_03479","OMAFMDHC_02722","DHLDAANJ_04333","OGNHHAPP_00844","EPILMDOP_03424","OJOAJMDO_00383","FKHFPJNE_00347","JDGPEFCB_01603","EKBIAHBP_00400","GEOHAANM_02269","NNGIMOCL_02442","GBFFMACB_00916"
"mutH","","DNA mismatch repair protein MutH",581,581,1,1,2902,NA,NA,"",695,695,695,"AAOAKINP_01088","FLNDLMAF_00174","HEGDAGBG_02062","OOJFKJFD_00832","OMAFMDHC_00346","DHLDAANJ_01129","OGNHHAPP_01235","EPILMDOP_02006","OJOAJMDO_03292","FKHFPJNE_02768","JDGPEFCB_00346","EKBIAHBP_01055","GEOHAANM_00346","NNGIMOCL_00322","GBFFMACB_02102"
"yjbR","","putative protein YjbR",581,581,1,1,2057,NA,NA,"",356,356,356,"AAOAKINP_02288","FLNDLMAF_03008","HEGDAGBG_00051","OOJFKJFD_02534","OMAFMDHC_01551","DHLDAANJ_04499","OGNHHAPP_00051","EPILMDOP_04014","OJOAJMDO_04209","FKHFPJNE_01626","JDGPEFCB_01546","EKBIAHBP_01937","GEOHAANM_03898","NNGIMOCL_02640","GBFFMACB_03294"
"lexA","","LexA repressor",581,581,1,1,2042,NA,NA,"",608,608,608,"AAOAKINP_02302","FLNDLMAF_02994","HEGDAGBG_00037","OOJFKJFD_02547","OMAFMDHC_01565","DHLDAANJ_03172","OGNHHAPP_00037","EPILMDOP_04000","OJOAJMDO_04195","FKHFPJNE_01639","JDGPEFCB_01560","EKBIAHBP_01923","GEOHAANM_03911","NNGIMOCL_02653","GBFFMACB_03307"
"ydiB","","Quinate/shikimate dehydrogenase",581,581,1,1,5283,NA,NA,"",866,866,866,"AAOAKINP_00232","FLNDLMAF_02460","HEGDAGBG_02928","OOJFKJFD_02207","OMAFMDHC_02833","DHLDAANJ_00297","OGNHHAPP_01661","EPILMDOP_00105","OJOAJMDO_01838","FKHFPJNE_00236","JDGPEFCB_03292","EKBIAHBP_00511","GEOHAANM_01968","NNGIMOCL_01102","GBFFMACB_02791"
"group_5487","","hypothetical protein",581,581,1,1,4043,NA,NA,"",1043,1043,1043,"AAOAKINP_02835","FLNDLMAF_01445","HEGDAGBG_01907","OOJFKJFD_01415","OMAFMDHC_02097","DHLDAANJ_00928","OGNHHAPP_02446","EPILMDOP_00564","OJOAJMDO_01414","FKHFPJNE_02317","JDGPEFCB_02499","EKBIAHBP_02827","GEOHAANM_01267","NNGIMOCL_02143","GBFFMACB_01094"
"group_5488","","hypothetical protein",581,581,1,1,4311,NA,NA,"",290,290,290,"AAOAKINP_01519","FLNDLMAF_01783","HEGDAGBG_01303","OOJFKJFD_00110","OMAFMDHC_01047","DHLDAANJ_02638","OGNHHAPP_02732","EPILMDOP_00646","OJOAJMDO_01041","FKHFPJNE_01122","JDGPEFCB_00777","EKBIAHBP_01777","GEOHAANM_04520","NNGIMOCL_03674","GBFFMACB_04360"
"uspF","","Universal stress protein F",581,581,1,1,4956,NA,NA,"",434,434,434,"AAOAKINP_00522","FLNDLMAF_01129","HEGDAGBG_01044","OOJFKJFD_03658","OMAFMDHC_02546","DHLDAANJ_03579","OGNHHAPP_00665","EPILMDOP_01738","OJOAJMDO_00204","FKHFPJNE_00526","JDGPEFCB_01784","EKBIAHBP_00221","GEOHAANM_02709","NNGIMOCL_02263","GBFFMACB_00737"
"group_5490","","hypothetical protein",581,581,1,1,1738,NA,NA,"",626,626,626,"AAOAKINP_02578","FLNDLMAF_00735","HEGDAGBG_00684","OOJFKJFD_01158","OMAFMDHC_01728","DHLDAANJ_00096","OGNHHAPP_00978","EPILMDOP_01245","OJOAJMDO_00828","FKHFPJNE_01850","JDGPEFCB_02130","EKBIAHBP_02570","GEOHAANM_00560","NNGIMOCL_01483","GBFFMACB_01723"
"group_5491","","hypothetical protein",581,581,1,1,3933,NA,NA,"",137,137,137,"AAOAKINP_02944","FLNDLMAF_01554","HEGDAGBG_01798","OOJFKJFD_01524","OMAFMDHC_02206","DHLDAANJ_01983","OGNHHAPP_02337","EPILMDOP_00456","OJOAJMDO_02996","FKHFPJNE_02208","JDGPEFCB_02608","EKBIAHBP_02936","GEOHAANM_01158","NNGIMOCL_02034","GBFFMACB_01803"
"comR","","HTH-type transcriptional repressor ComR",581,581,1,1,5443,NA,NA,"",635,635,635,"AAOAKINP_00080","FLNDLMAF_02612","HEGDAGBG_02776","OOJFKJFD_02055","OMAFMDHC_02985","DHLDAANJ_04573","OGNHHAPP_01813","EPILMDOP_00257","OJOAJMDO_03183","FKHFPJNE_00084","JDGPEFCB_03140","EKBIAHBP_00663","GEOHAANM_03070","NNGIMOCL_01254","GBFFMACB_01949"
"group_5493","","Deacetylase",581,581,1,1,6076,NA,NA,"",1133,1133,1133,"AAOAKINP_02118","FLNDLMAF_03178","HEGDAGBG_00221","OOJFKJFD_02364","OMAFMDHC_01381","DHLDAANJ_00563","OGNHHAPP_00221","EPILMDOP_02484","OJOAJMDO_01556","FKHFPJNE_01456","JDGPEFCB_01376","EKBIAHBP_02108","GEOHAANM_01534","NNGIMOCL_02470","GBFFMACB_01221"
"cspE","","Cold shock-like protein CspE",581,581,1,1,369,NA,NA,"",209,209,209,"AAOAKINP_03966","FLNDLMAF_03466","HEGDAGBG_03847","OOJFKJFD_03739","OMAFMDHC_03894","DHLDAANJ_01079","OGNHHAPP_03368","EPILMDOP_02765","OJOAJMDO_02695","FKHFPJNE_03746","JDGPEFCB_04016","EKBIAHBP_03738","GEOHAANM_02138","NNGIMOCL_03366","GBFFMACB_00125"
"fadI","","3-ketoacyl-CoA thiolase FadI",581,581,1,1,3950,NA,NA,"",1310,1310,1310,"AAOAKINP_02929","FLNDLMAF_01539","HEGDAGBG_01813","OOJFKJFD_01509","OMAFMDHC_02191","DHLDAANJ_01998","OGNHHAPP_02352","EPILMDOP_00471","OJOAJMDO_03011","FKHFPJNE_02223","JDGPEFCB_02593","EKBIAHBP_02921","GEOHAANM_01173","NNGIMOCL_02049","GBFFMACB_01788"
"tdcB","","L-threonine dehydratase catabolic TdcB",581,581,1,1,2652,NA,NA,"",989,989,989,"AAOAKINP_00845","FLNDLMAF_03839","HEGDAGBG_02487","OOJFKJFD_00589","OMAFMDHC_00103","DHLDAANJ_00432","OGNHHAPP_02000","EPILMDOP_03190","OJOAJMDO_00607","FKHFPJNE_03908","JDGPEFCB_00103","EKBIAHBP_01298","GEOHAANM_00103","NNGIMOCL_00565","GBFFMACB_00629"
"pstC","","Phosphate transport system permease protein PstC",581,581,1,1,1396,NA,NA,"",959,959,959,"AAOAKINP_04353","FLNDLMAF_04303","HEGDAGBG_04182","OOJFKJFD_04210","OMAFMDHC_04274","DHLDAANJ_01551","OGNHHAPP_04110","EPILMDOP_03625","OJOAJMDO_03624","FKHFPJNE_04273","JDGPEFCB_04351","EKBIAHBP_04211","GEOHAANM_03628","NNGIMOCL_04192","GBFFMACB_03127"
"rhaA","","L-rhamnose isomerase",581,581,1,1,2265,NA,NA,"",1259,1259,1259,"AAOAKINP_04178","FLNDLMAF_03996","HEGDAGBG_04006","OOJFKJFD_04090","OMAFMDHC_04074","DHLDAANJ_02201","OGNHHAPP_03495","EPILMDOP_02321","OJOAJMDO_02574","FKHFPJNE_04098","JDGPEFCB_04175","EKBIAHBP_04004","GEOHAANM_04008","NNGIMOCL_03207","GBFFMACB_02436"
"tmk","","Thymidylate kinase",581,581,1,1,5457,NA,NA,"",641,641,641,"AAOAKINP_00067","FLNDLMAF_02625","HEGDAGBG_02763","OOJFKJFD_02042","OMAFMDHC_02998","DHLDAANJ_02130","OGNHHAPP_01826","EPILMDOP_00270","OJOAJMDO_03196","FKHFPJNE_00071","JDGPEFCB_03127","EKBIAHBP_00676","GEOHAANM_03057","NNGIMOCL_01267","GBFFMACB_01962"
