"sra_accession"	"location"	"HHS_region"	"date"	"agency_submitter"	"clin_env"	"sample_type_std"	"host_assoc"	"bioproject"	"biosample"	"year_uploaded"	"ST"	"source"
"846"	"SRR15539681"	"USA:ID"	"10"	2021	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN20887908"	2021	"10"	"bovenv"
"847"	"SRR15540612"	"USA:ID"	"10"	2021	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN20888939"	2021	"10"	"bovenv"
"848"	"SRR15540691"	"USA:ID"	"10"	2021	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN20888943"	2021	"10"	"bovenv"
"849"	"SRR15540697"	"USA:ID"	"10"	2021	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN20888947"	2021	"10"	"bovenv"
"850"	"SRR15540727"	"USA:ID"	"10"	2021	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN20888945"	2021	"10"	"bovenv"
"851"	"SRR15540731"	"USA:ID"	"10"	2021	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN20888938"	2021	"10"	"bovenv"
"852"	"SRR15540744"	"USA:ID"	"10"	2021	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN20888949"	2021	"10"	"bovenv"
"853"	"SRR15559132"	"USA"	"8"	2021	"PULSENET"	"clinical/host-associated"	"Not Specified"	"human"	"PRJNA230403"	"SAMN20923991"	2021	"10"	"humall"
"854"	"SRR15566028"	"USA"	"6"	2021	"PULSENET"	"clinical/host-associated"	"Not Specified"	"human"	"PRJNA230403"	"SAMN20931084"	2021	"10"	"humall"
"855"	"SRR1556962"	"USA:MN"	"5"	2003	"CFSAN"	"clinical/host-associated"	"Liver"	"bovine"	"PRJNA215333"	"SAMN02699616"	2014	"10"	"bovclin"
"856"	"SRR1556977"	"USA:MN"	"5"	2003	"CFSAN"	"clinical/host-associated"	"Spleen"	"bovine"	"PRJNA215333"	"SAMN02699617"	2014	"10"	"bovclin"
"857"	"SRR15593878"	"USA:TX"	"6"	2021	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN20958571"	2021	"10"	"bovenv"
"858"	"SRR15611006"	"USA"	"8"	2021	"PULSENET"	"clinical/host-associated"	"Not Specified"	"human"	"PRJNA230403"	"SAMN20972496"	2021	"10"	"humall"
"859"	"SRR15613191"	"USA:ID"	"10"	2021	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN20977361"	2021	"10"	"bovenv"
"860"	"SRR15613574"	"USA:ID"	"10"	2021	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN20977357"	2021	"10"	"bovenv"
"861"	"SRR15613577"	"USA:ID"	"10"	2021	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN20977359"	2021	"10"	"bovenv"
"862"	"SRR15613583"	"USA:ID"	"10"	2021	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN20977360"	2021	"10"	"bovenv"
"863"	"SRR15613588"	"USA:ID"	"10"	2021	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN20977358"	2021	"10"	"bovenv"
"864"	"SRR15613601"	"USA:ID"	"10"	2021	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN20977362"	2021	"10"	"bovenv"
"865"	"SRR15660227"	"USA:CA"	"9"	2021	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN21027365"	2021	"10"	"bovenv"
"866"	"SRR15669582"	"USA"	"6"	2021	"PULSENET"	"clinical/host-associated"	"Not Specified"	"human"	"PRJNA230403"	"SAMN21040150"	2021	"10"	"humall"
"867"	"SRR15671249"	"USA:CA"	"9"	2021	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN21040787"	2021	"10"	"bovenv"
"868"	"SRR15671269"	"USA"	"10"	2021	"PULSENET"	"clinical/host-associated"	"Not Specified"	"human"	"PRJNA230403"	"SAMN21040811"	2021	"10"	"humall"
"869"	"SRR15692430"	"USA:MN"	"5"	2021	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN21173801"	2021	"10"	"bovenv"
"870"	"SRR15712217"	"USA:GA"	"4"	2020	"VET-LIRN-NY"	"clinical/host-associated"	"Urine"	"bovine"	"PRJNA324570"	"SAMN21215537"	2021	"10"	"bovclin"
"871"	"SRR15712222"	"USA:FL"	"4"	2021	"VET-LIRN-NY"	"clinical/host-associated"	"Kidney"	"bovine"	"PRJNA324570"	"SAMN21215524"	2021	"10"	"bovclin"
"872"	"SRR1576556"	"USA:MN"	"5"	2003	"CFSAN"	"clinical/host-associated"	"Liver"	"bovine"	"PRJNA215333"	"SAMN02699586"	2014	"10"	"bovclin"
"873"	"SRR15782971"	"USA:ID"	"10"	2021	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN21335671"	2021	"10"	"bovenv"
"874"	"SRR1578511"	"USA:MN"	"5"	2003	"CFSAN"	"clinical/host-associated"	"Liver"	"bovine"	"PRJNA215333"	"SAMN02699679"	2014	"10"	"bovclin"
"875"	"SRR15829475"	"USA"	"6"	2021	"PULSENET"	"clinical/host-associated"	"Not Specified"	"human"	"PRJNA230403"	"SAMN21367296"	2021	"10"	"humall"
"876"	"SRR15832925"	"USA"	"4"	2021	"PULSENET"	"clinical/host-associated"	"Not Specified"	"human"	"PRJNA230403"	"SAMN21370470"	2021	"10"	"humall"
"877"	"SRR15877834"	"USA"	"5"	2021	"PULSENET"	"clinical/host-associated"	"Not Specified"	"human"	"PRJNA230403"	"SAMN21415671"	2021	"10"	"humall"
"878"	"SRR15893405"	"USA:MN"	"5"	2021	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN21434857"	2021	"10"	"bovenv"
"879"	"SRR15926926"	"USA"	"9"	2021	"PULSENET"	"clinical/host-associated"	"Not Specified"	"human"	"PRJNA230403"	"SAMN21465355"	2021	"10"	"humall"
"880"	"SRR1593389"	"USA:WI"	"5"	2003	"CFSAN"	"clinical/host-associated"	"Lung"	"bovine"	"PRJNA215333"	"SAMN02699704"	2014	"10"	"bovclin"
"881"	"SRR15942385"	"USA"	"1"	2021	"PULSENET"	"clinical/host-associated"	"Not Specified"	"human"	"PRJNA230403"	"SAMN21481140"	2021	"10"	"humall"
"882"	"SRR15948998"	"USA"	"5"	2021	"PULSENET"	"clinical/host-associated"	"Not Specified"	"human"	"PRJNA230403"	"SAMN21496392"	2021	"10"	"humall"
"883"	"SRR15972681"	"USA:AZ"	"9"	2021	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN21523768"	2021	"10"	"bovenv"
"884"	"SRR15972785"	"USA"	"8"	2021	"PULSENET"	"clinical/host-associated"	"Not Specified"	"human"	"PRJNA230403"	"SAMN21521745"	2021	"10"	"humall"
"885"	"SRR15988132"	"USA:CA"	"9"	2021	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN21528572"	2021	"10"	"bovenv"
"886"	"SRR1598881"	"USA:CA"	"9"	2005	"CFSAN"	"env/food/other"	"Beef"	"bovine"	"PRJNA183851"	"SAMN02782627"	2014	"10"	"bovenv"
"887"	"SRR15998141"	"USA"	"6"	2021	"PULSENET"	"clinical/host-associated"	"Not Specified"	"human"	"PRJNA230403"	"SAMN21540750"	2021	"10"	"humall"
"888"	"SRR15998191"	"USA"	"9"	2021	"PULSENET"	"clinical/host-associated"	"Not Specified"	"human"	"PRJNA230403"	"SAMN21540983"	2021	"10"	"humall"
"889"	"SRR16007000"	"USA"	"4"	2021	"PULSENET"	"clinical/host-associated"	"Not Specified"	"human"	"PRJNA230403"	"SAMN21553518"	2021	"10"	"humall"
"890"	"SRR16028420"	"USA"	"9"	2021	"PULSENET"	"clinical/host-associated"	"Not Specified"	"human"	"PRJNA230403"	"SAMN21582146"	2021	"10"	"humall"
"891"	"SRR16038389"	"USA:ID"	"10"	2021	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN21591023"	2021	"10"	"bovenv"
"892"	"SRR16047921"	"USA"	"2"	2021	"PULSENET"	"clinical/host-associated"	"Not Specified"	"human"	"PRJNA230403"	"SAMN21601361"	2021	"10"	"humall"
"893"	"SRR16089886"	"USA"	"6"	2021	"PULSENET"	"clinical/host-associated"	"Not Specified"	"human"	"PRJNA230403"	"SAMN21857732"	2021	"10"	"humall"
"894"	"SRR16097295"	"USA"	"Not Specified"	2021	"PULSENET"	"clinical/host-associated"	"Not Specified"	"human"	"PRJNA230403"	"SAMN21879961"	2021	"10"	"humall"
"895"	"SRR16100696"	"USA:ID"	"10"	2021	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN21882764"	2021	"10"	"bovenv"
"896"	"SRR1612307"	"USA:MN"	"5"	2003	"CFSAN"	"clinical/host-associated"	"Liver"	"bovine"	"PRJNA215333"	"SAMN02699731"	2014	"10"	"bovclin"
"897"	"SRR16134651"	"USA"	"5"	2021	"PULSENET"	"clinical/host-associated"	"Feces"	"human"	"PRJNA230403"	"SAMN21924285"	2021	"10"	"humall"
"898"	"SRR16134711"	"USA"	"5"	2021	"PULSENET"	"clinical/host-associated"	"Not Specified"	"human"	"PRJNA230403"	"SAMN21924287"	2021	"10"	"humall"
"899"	"SRR16143820"	"USA"	"5"	2021	"PULSENET"	"clinical/host-associated"	"Not Specified"	"human"	"PRJNA230403"	"SAMN21924291"	2021	"10"	"humall"
"900"	"SRR16148197"	"USA"	"5"	2021	"PULSENET"	"clinical/host-associated"	"Not Specified"	"human"	"PRJNA230403"	"SAMN21929292"	2021	"10"	"humall"
"901"	"SRR16151816"	"USA"	"5"	2021	"PULSENET"	"clinical/host-associated"	"Not Specified"	"human"	"PRJNA230403"	"SAMN21974433"	2021	"10"	"humall"
"902"	"SRR16155722"	"USA"	"8"	2021	"PULSENET"	"clinical/host-associated"	"Not Specified"	"human"	"PRJNA230403"	"SAMN21980148"	2021	"10"	"humall"
"903"	"SRR16206617"	"USA"	"6"	2021	"PULSENET"	"clinical/host-associated"	"Not Specified"	"human"	"PRJNA230403"	"SAMN22064613"	2021	"10"	"humall"
"904"	"SRR16264682"	"USA"	"1"	2021	"PULSENET"	"clinical/host-associated"	"Not Specified"	"human"	"PRJNA230403"	"SAMN22168524"	2021	"10"	"humall"
"905"	"SRR16264684"	"USA:WI"	"5"	2021	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN22168556"	2021	"10"	"bovenv"
"906"	"SRR16296743"	"USA"	"3"	2021	"PULSENET"	"clinical/host-associated"	"Not Specified"	"human"	"PRJNA230403"	"SAMN22224246"	2021	"10"	"humall"
"907"	"SRR16296840"	"USA"	"1"	2021	"PULSENET"	"clinical/host-associated"	"Not Specified"	"human"	"PRJNA230403"	"SAMN22224956"	2021	"10"	"humall"
"908"	"SRR16297813"	"USA:IN"	"5"	2020	"VET-LIRN-SD"	"clinical/host-associated"	"Liver"	"bovine"	"PRJNA316457"	"SAMN22183999"	2021	"10"	"bovclin"
"909"	"SRR16297815"	"USA:MI"	"5"	2020	"VET-LIRN-SD"	"clinical/host-associated"	"Feces"	"bovine"	"PRJNA316457"	"SAMN22183997"	2021	"10"	"bovclin"
"910"	"SRR16297816"	"USA:WI"	"5"	2020	"VET-LIRN-SD"	"clinical/host-associated"	"Lung"	"bovine"	"PRJNA316457"	"SAMN22183996"	2021	"10"	"bovclin"
"911"	"SRR16300011"	"USA:CA"	"9"	2021	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN22228230"	2021	"10"	"bovenv"
"912"	"SRR16300012"	"USA:CA"	"9"	2021	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN22228235"	2021	"10"	"bovenv"
"913"	"SRR16300013"	"USA:CA"	"9"	2021	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN22228226"	2021	"10"	"bovenv"
"914"	"SRR16301457"	"USA"	"9"	2021	"PULSENET"	"clinical/host-associated"	"Not Specified"	"human"	"PRJNA230403"	"SAMN22228472"	2021	"10"	"humall"
"915"	"SRR16313019"	"USA"	"2"	2021	"PULSENET"	"clinical/host-associated"	"Not Specified"	"human"	"PRJNA230403"	"SAMN22245481"	2021	"10"	"humall"
"916"	"SRR16314412"	"USA"	"2"	2021	"PULSENET"	"clinical/host-associated"	"Not Specified"	"human"	"PRJNA230403"	"SAMN22246848"	2021	"10"	"humall"
"917"	"SRR16315919"	"USA:WI"	"5"	2021	"PULSENET"	"env/food/other"	"Beef"	"bovine"	"PRJNA230403"	"SAMN22248177"	2021	"10"	"bovenv"
"918"	"SRR16346360"	"USA:CA"	"9"	2021	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN22309098"	2021	"10"	"bovenv"
"919"	"SRR16351765"	"USA:MA"	"1"	2021	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN22314559"	2021	"10"	"bovenv"
"920"	"SRR16465803"	"USA"	"5"	2021	"PULSENET"	"clinical/host-associated"	"Not Specified"	"human"	"PRJNA230403"	"SAMN22369439"	2021	"10"	"humall"
"921"	"SRR16474327"	"USA"	"9"	2021	"PULSENET"	"clinical/host-associated"	"Not Specified"	"human"	"PRJNA230403"	"SAMN22374355"	2021	"10"	"humall"
"922"	"SRR16491265"	"USA"	"3"	2021	"PULSENET"	"clinical/host-associated"	"Not Specified"	"human"	"PRJNA230403"	"SAMN22416712"	2021	"10"	"humall"
"923"	"SRR16499285"	"USA:TX"	"6"	2021	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN22426678"	2021	"10"	"bovenv"
"924"	"SRR16499286"	"USA:TX"	"6"	2021	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN22426677"	2021	"10"	"bovenv"
"925"	"SRR16499289"	"USA:TX"	"6"	2021	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN22426687"	2021	"10"	"bovenv"
"926"	"SRR16499293"	"USA:TX"	"6"	2021	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN22426685"	2021	"7796"	"bovenv"
"927"	"SRR16499294"	"USA:TX"	"6"	2021	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN22426684"	2021	"10"	"bovenv"
"928"	"SRR16499296"	"USA:TX"	"6"	2021	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN22426691"	2021	"10"	"bovenv"
"929"	"SRR16499298"	"USA:TX"	"6"	2021	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN22426689"	2021	"10"	"bovenv"
"930"	"SRR16499299"	"USA:TX"	"6"	2021	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN22426682"	2021	"10"	"bovenv"
"931"	"SRR16501701"	"USA:TX"	"6"	2021	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN22426761"	2021	"10"	"bovenv"
"932"	"SRR16501707"	"USA:WI"	"5"	2021	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN22426756"	2021	"10"	"bovenv"
"933"	"SRR16502243"	"USA:CA"	"9"	2021	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN22427101"	2021	"10"	"bovenv"
"934"	"SRR16502245"	"USA:CA"	"9"	2021	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN22427097"	2021	"10"	"bovenv"
"935"	"SRR16506851"	"USA:MI"	"5"	2021	"VET-LIRN-SD"	"clinical/host-associated"	"Liver"	"bovine"	"PRJNA316457"	"SAMN22208260"	2021	"10"	"bovclin"
"936"	"SRR16506855"	"USA:MI"	"5"	2021	"VET-LIRN-SD"	"clinical/host-associated"	"Lung"	"bovine"	"PRJNA316457"	"SAMN22208256"	2021	"10"	"bovclin"
"937"	"SRR16526349"	"USA"	"5"	2021	"PULSENET"	"clinical/host-associated"	"Not Specified"	"human"	"PRJNA230403"	"SAMN22487415"	2021	"10"	"humall"
"938"	"SRR16541706"	"USA:WI"	"5"	2021	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN22513217"	2021	"10"	"bovenv"
"939"	"SRR16541713"	"USA:TX"	"6"	2021	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN22513224"	2021	"10"	"bovenv"
"940"	"SRR16541714"	"USA:TX"	"6"	2021	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN22513222"	2021	"10"	"bovenv"
"941"	"SRR16541716"	"USA:TX"	"6"	2021	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN22513223"	2021	"10"	"bovenv"
"942"	"SRR16553250"	"USA:TN"	"4"	2021	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN22549309"	2021	"10"	"bovenv"
"943"	"SRR16561948"	"USA:CA"	"9"	2021	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN22560598"	2021	"10"	"bovenv"
"944"	"SRR16562263"	"USA"	"3"	2021	"PULSENET"	"clinical/host-associated"	"Not Specified"	"human"	"PRJNA230403"	"SAMN22561273"	2021	"10"	"humall"
"945"	"SRR16563004"	"USA:CA"	"9"	2021	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN22560393"	2021	"10"	"bovenv"
"946"	"SRR16578258"	"USA:CA"	"9"	2021	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN22574803"	2021	"10"	"bovenv"
"947"	"SRR16578262"	"USA:CA"	"9"	2021	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN22574804"	2021	"10"	"bovenv"
"948"	"SRR16578263"	"USA:CA"	"9"	2021	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN22574802"	2021	"10"	"bovenv"
"949"	"SRR16578265"	"USA:CA"	"9"	2021	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN22574824"	2021	"10"	"bovenv"
"950"	"SRR16578266"	"USA:CA"	"9"	2021	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN22574820"	2021	"10"	"bovenv"
"951"	"SRR16599385"	"USA"	"10"	2021	"PULSENET"	"clinical/host-associated"	"Not Specified"	"human"	"PRJNA230403"	"SAMN22608324"	2021	"10"	"humall"
"952"	"SRR16683927"	"USA"	"6"	2021	"PULSENET"	"clinical/host-associated"	"Not Specified"	"human"	"PRJNA230403"	"SAMN22824364"	2021	"7796"	"humall"
"953"	"SRR16706304"	"USA"	"9"	2021	"PULSENET"	"clinical/host-associated"	"Not Specified"	"human"	"PRJNA230403"	"SAMN22842865"	2021	"10"	"humall"
"954"	"SRR16764825"	"USA"	"9"	2021	"PULSENET"	"clinical/host-associated"	"Not Specified"	"human"	"PRJNA230403"	"SAMN22867203"	2021	"10"	"humall"
"955"	"SRR16770564"	"USA"	"5"	2021	"PULSENET"	"clinical/host-associated"	"Not Specified"	"human"	"PRJNA230403"	"SAMN22883252"	2021	"10"	"humall"
"956"	"SRR16774935"	"USA"	"5"	2021	"PULSENET"	"clinical/host-associated"	"Not Specified"	"human"	"PRJNA230403"	"SAMN22894365"	2021	"10"	"humall"
"957"	"SRR16811924"	"USA"	"9"	2021	"PULSENET"	"clinical/host-associated"	"Not Specified"	"human"	"PRJNA230403"	"SAMN22930277"	2021	"10"	"humall"
"958"	"SRR16848671"	"USA"	"3"	2021	"PULSENET"	"clinical/host-associated"	"Not Specified"	"human"	"PRJNA230403"	"SAMN22974475"	2021	"10"	"humall"
"959"	"SRR1686502"	"USA"	"Not Specified"	2004	"ARS"	"clinical/host-associated"	"Not Specified"	"bovine"	"PRJNA254816"	"SAMN02908534"	2014	"10"	"bovclin"
"960"	"SRR1686614"	"USA"	"Not Specified"	2007	"ARS"	"env/food/other"	"Beef"	"bovine"	"PRJNA254816"	"SAMN02908646"	2014	"10"	"bovenv"
"961"	"SRR1686623"	"USA"	"Not Specified"	2007	"ARS"	"clinical/host-associated"	"Swab"	"bovine"	"PRJNA254816"	"SAMN02908655"	2014	"10"	"bovclin"
"962"	"SRR1686624"	"USA"	"Not Specified"	2008	"ARS"	"env/food/other"	"Beef"	"bovine"	"PRJNA254816"	"SAMN02908656"	2014	"10"	"bovenv"
"963"	"SRR16881822"	"USA:MN"	"5"	2021	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN22990325"	2021	"10"	"bovenv"
"964"	"SRR16889635"	"USA"	"10"	2021	"PULSENET"	"clinical/host-associated"	"Not Specified"	"human"	"PRJNA230403"	"SAMN23008186"	2021	"10"	"humall"
"965"	"SRR16946738"	"USA"	"5"	2021	"PULSENET"	"clinical/host-associated"	"Not Specified"	"human"	"PRJNA230403"	"SAMN23151222"	2021	"10"	"humall"
"966"	"SRR16948567"	"USA"	"7"	2021	"PULSENET"	"clinical/host-associated"	"Not Specified"	"human"	"PRJNA230403"	"SAMN23166774"	2021	"10"	"humall"
"967"	"SRR16951791"	"USA"	"10"	2021	"PULSENET"	"clinical/host-associated"	"Not Specified"	"human"	"PRJNA230403"	"SAMN23167904"	2021	"10"	"humall"
"968"	"SRR16951870"	"USA"	"9"	2021	"PULSENET"	"clinical/host-associated"	"Not Specified"	"human"	"PRJNA230403"	"SAMN23167955"	2021	"10"	"humall"
"969"	"SRR16956553"	"USA"	"10"	2018	"PULSENET"	"clinical/host-associated"	"Not Specified"	"human"	"PRJNA230403"	"SAMN23181283"	2021	"10"	"humall"
"970"	"SRR16956554"	"USA"	"10"	2018	"PULSENET"	"clinical/host-associated"	"Not Specified"	"human"	"PRJNA230403"	"SAMN23181274"	2021	"10"	"humall"
"971"	"SRR16956555"	"USA"	"10"	2018	"PULSENET"	"clinical/host-associated"	"Feces"	"human"	"PRJNA230403"	"SAMN23181279"	2021	"10"	"humall"
"972"	"SRR16956556"	"USA"	"10"	2018	"PULSENET"	"clinical/host-associated"	"Not Specified"	"human"	"PRJNA230403"	"SAMN23181287"	2021	"10"	"humall"
"973"	"SRR16956559"	"USA"	"10"	2018	"PULSENET"	"clinical/host-associated"	"Not Specified"	"human"	"PRJNA230403"	"SAMN23181332"	2021	"10"	"humall"
"974"	"SRR16956594"	"USA"	"10"	2018	"PULSENET"	"clinical/host-associated"	"Not Specified"	"human"	"PRJNA230403"	"SAMN23181333"	2021	"10"	"humall"
"975"	"SRR16962744"	"USA:TX"	"6"	2021	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN23235421"	2021	"10"	"bovenv"
"976"	"SRR16964384"	"USA"	"5"	2021	"PULSENET"	"clinical/host-associated"	"Not Specified"	"human"	"PRJNA230403"	"SAMN23242066"	2021	"10"	"humall"
"977"	"SRR16966793"	"USA:CA"	"9"	2021	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN23243403"	2021	"10"	"bovenv"
"978"	"SRR16966794"	"USA:CA"	"9"	2021	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN23243402"	2021	"10"	"bovenv"
"979"	"SRR16966795"	"USA:CA"	"9"	2021	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN23243405"	2021	"10"	"bovenv"
"980"	"SRR16969595"	"USA:CA"	"9"	2021	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN23244602"	2021	"10"	"bovenv"
"981"	"SRR16969596"	"USA:CA"	"9"	2021	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN23244605"	2021	"10"	"bovenv"
"982"	"SRR16976049"	"USA"	"7"	2021	"PULSENET"	"clinical/host-associated"	"Not Specified"	"human"	"PRJNA230403"	"SAMN23284063"	2021	"10"	"humall"
"983"	"SRR16976147"	"USA:MN"	"5"	2021	"LOUISIANA ANIMAL DISEASE DIAGNOSTIC LABORATORY"	"clinical/host-associated"	"Lung"	"bovine"	"PRJNA324575"	"SAMN23213227"	2021	"10"	"bovclin"
"984"	"SRR16976148"	"USA:MN"	"5"	2021	"LOUISIANA ANIMAL DISEASE DIAGNOSTIC LABORATORY"	"clinical/host-associated"	"Intestine"	"bovine"	"PRJNA324575"	"SAMN23213226"	2021	"10"	"bovclin"
"985"	"SRR16983676"	"USA"	"5"	2021	"PULSENET"	"clinical/host-associated"	"Not Specified"	"human"	"PRJNA230403"	"SAMN23307596"	2021	"10"	"humall"
"986"	"SRR17000775"	"USA"	"7"	2021	"PULSENET"	"clinical/host-associated"	"Not Specified"	"human"	"PRJNA230403"	"SAMN23384184"	2021	"10"	"humall"
"987"	"SRR17006584"	"USA"	"8"	2021	"PULSENET"	"clinical/host-associated"	"Not Specified"	"human"	"PRJNA230403"	"SAMN23390373"	2021	"10"	"humall"
"988"	"SRR17006590"	"USA"	"8"	2021	"PULSENET"	"clinical/host-associated"	"Not Specified"	"human"	"PRJNA230403"	"SAMN23390372"	2021	"10"	"humall"
"989"	"SRR17017804"	"USA"	"5"	2021	"PULSENET"	"clinical/host-associated"	"Not Specified"	"human"	"PRJNA230403"	"SAMN23410236"	2021	"-"	"humall"
"990"	"SRR17042235"	"USA:WI"	"5"	2021	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN23451844"	2021	"10"	"bovenv"
"991"	"SRR17042236"	"USA:WI"	"5"	2021	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN23451843"	2021	"10"	"bovenv"
"992"	"SRR17044632"	"USA"	"5"	2021	"PULSENET"	"clinical/host-associated"	"Not Specified"	"human"	"PRJNA230403"	"SAMN23455585"	2021	"10"	"humall"
"993"	"SRR17066804"	"USA:CA"	"9"	2021	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN23492793"	2021	"10"	"bovenv"
"994"	"SRR17066815"	"USA:CA"	"9"	2021	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN23492803"	2021	"10"	"bovenv"
"995"	"SRR17066820"	"USA"	"Not Specified"	2021	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN23492807"	2021	"10"	"bovenv"
"996"	"SRR17066821"	"USA:CA"	"9"	2021	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN23492805"	2021	"10"	"bovenv"
"997"	"SRR17066822"	"USA"	"6"	2021	"PULSENET"	"clinical/host-associated"	"Not Specified"	"human"	"PRJNA230403"	"SAMN23492806"	2021	"10"	"humall"
