Sample name	Output directory	Input files	O antigen prediction	H1 antigen prediction(fliC)	H2 antigen prediction(fljB)	Predicted identification	Predicted antigenic profile	Predicted serotype	Note
SRR13643357	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR13643357_seqsero	SRR13643357_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR13643361	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR13643361_seqsero	SRR13643361_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR13645953	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR13645953_seqsero	SRR13645953_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR13651649	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR13651649_seqsero	SRR13651649_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR13652137	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR13652137_seqsero	SRR13652137_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR13687525	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR13687525_seqsero	SRR13687525_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR13700256	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR13700256_seqsero	SRR13700256_assembly.fasta	9	g,p	-	-	9:g,p:-	- 9:g,p:-	This antigenic profile has been associated with serotype 'Dublin' in the Kauffman-White scheme. The existence of the same antigenic formula in multiple species or subspecies is well documented in the Kauffman-White Scheme. The input genome cannot be identified as Salmonella. Check the input for taxonomic ID, contamination, or sequencing quality. 
SRR13729863	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR13729863_seqsero	SRR13729863_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR13729864	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR13729864_seqsero	SRR13729864_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR13733746	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR13733746_seqsero	SRR13733746_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR13734520	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR13734520_seqsero	SRR13734520_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR13762668	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR13762668_seqsero	SRR13762668_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR13769915	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR13769915_seqsero	SRR13769915_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR13771182	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR13771182_seqsero	SRR13771182_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR13771183	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR13771183_seqsero	SRR13771183_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR13785576	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR13785576_seqsero	SRR13785576_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR1379610	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR1379610_seqsero	SRR1379610_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR13796383	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR13796383_seqsero	SRR13796383_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR13811181	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR13811181_seqsero	SRR13811181_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR13811257	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR13811257_seqsero	SRR13811257_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR13842421	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR13842421_seqsero	SRR13842421_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR13842424	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR13842424_seqsero	SRR13842424_assembly.fasta	-	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	-:g,p:-	I -:g,p:-	O antigen was not detected. This result may be due to a rough strain that has deleted the rfb region. For raw reads input, the k-mer workflow is sometimes more sensitive than the microassembly workflow in detecting O antigen. Caution should be used with this approach because the k-mer result may be due to low levels of contamination. 
SRR13842578	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR13842578_seqsero	SRR13842578_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR13842579	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR13842579_seqsero	SRR13842579_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR13842582	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR13842582_seqsero	SRR13842582_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR13853159	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR13853159_seqsero	SRR13853159_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR13858528	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR13858528_seqsero	SRR13858528_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR13858534	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR13858534_seqsero	SRR13858534_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR13859347	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR13859347_seqsero	SRR13859347_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR13859350	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR13859350_seqsero	SRR13859350_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR13889041	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR13889041_seqsero	SRR13889041_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR13926747	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR13926747_seqsero	SRR13926747_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR13926748	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR13926748_seqsero	SRR13926748_assembly.fasta	-	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	-:g,p:-	I -:g,p:-	O antigen was not detected. This result may be due to a rough strain that has deleted the rfb region. For raw reads input, the k-mer workflow is sometimes more sensitive than the microassembly workflow in detecting O antigen. Caution should be used with this approach because the k-mer result may be due to low levels of contamination. 
SRR13927108	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR13927108_seqsero	SRR13927108_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR13927143	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR13927143_seqsero	SRR13927143_assembly.fasta	-	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	-:g,p:-	I -:g,p:-	O antigen was not detected. This result may be due to a rough strain that has deleted the rfb region. For raw reads input, the k-mer workflow is sometimes more sensitive than the microassembly workflow in detecting O antigen. Caution should be used with this approach because the k-mer result may be due to low levels of contamination. 
SRR13927144	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR13927144_seqsero	SRR13927144_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR13927413	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR13927413_seqsero	SRR13927413_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR13927414	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR13927414_seqsero	SRR13927414_assembly.fasta	-	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	-:g,p:-	I -:g,p:-	O antigen was not detected. This result may be due to a rough strain that has deleted the rfb region. For raw reads input, the k-mer workflow is sometimes more sensitive than the microassembly workflow in detecting O antigen. Caution should be used with this approach because the k-mer result may be due to low levels of contamination. 
SRR13927415	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR13927415_seqsero	SRR13927415_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR13927434	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR13927434_seqsero	SRR13927434_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR13938825	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR13938825_seqsero	SRR13938825_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR13944386	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR13944386_seqsero	SRR13944386_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR13944746	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR13944746_seqsero	SRR13944746_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR13952811	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR13952811_seqsero	SRR13952811_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR13956578	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR13956578_seqsero	SRR13956578_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR13979422	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR13979422_seqsero	SRR13979422_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR13988230	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR13988230_seqsero	SRR13988230_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR13998197	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR13998197_seqsero	SRR13998197_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR13998275	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR13998275_seqsero	SRR13998275_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR14029840	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR14029840_seqsero	SRR14029840_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR14035977	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR14035977_seqsero	SRR14035977_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR14038127	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR14038127_seqsero	SRR14038127_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR14055071	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR14055071_seqsero	SRR14055071_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR14064564	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR14064564_seqsero	SRR14064564_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR14064565	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR14064565_seqsero	SRR14064565_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR14071084	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR14071084_seqsero	SRR14071084_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR14073853	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR14073853_seqsero	SRR14073853_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR14073885	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR14073885_seqsero	SRR14073885_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR14073886	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR14073886_seqsero	SRR14073886_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR14084280	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR14084280_seqsero	SRR14084280_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR14095467	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR14095467_seqsero	SRR14095467_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR1411125	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR1411125_seqsero	SRR1411125_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR14128233	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR14128233_seqsero	SRR14128233_assembly.fasta	-	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	-:g,p:-	I -:g,p:-	O antigen was not detected. This result may be due to a rough strain that has deleted the rfb region. For raw reads input, the k-mer workflow is sometimes more sensitive than the microassembly workflow in detecting O antigen. Caution should be used with this approach because the k-mer result may be due to low levels of contamination. 
SRR14137903	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR14137903_seqsero	SRR14137903_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR14160189	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR14160189_seqsero	SRR14160189_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR14160190	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR14160190_seqsero	SRR14160190_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR14166967	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR14166967_seqsero	SRR14166967_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR14182592	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR14182592_seqsero	SRR14182592_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR14197038	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR14197038_seqsero	SRR14197038_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR14197057	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR14197057_seqsero	SRR14197057_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR14198814	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR14198814_seqsero	SRR14198814_assembly.fasta	-	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	-:g,p:-	I -:g,p:-	O antigen was not detected. This result may be due to a rough strain that has deleted the rfb region. For raw reads input, the k-mer workflow is sometimes more sensitive than the microassembly workflow in detecting O antigen. Caution should be used with this approach because the k-mer result may be due to low levels of contamination. 
SRR14200992	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR14200992_seqsero	SRR14200992_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR1422648	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR1422648_seqsero	SRR1422648_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR14240258	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR14240258_seqsero	SRR14240258_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR14245655	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR14245655_seqsero	SRR14245655_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR14245656	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR14245656_seqsero	SRR14245656_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR14270321	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR14270321_seqsero	SRR14270321_assembly.fasta	-	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	-:g,p:-	I -:g,p:-	O antigen was not detected. This result may be due to a rough strain that has deleted the rfb region. For raw reads input, the k-mer workflow is sometimes more sensitive than the microassembly workflow in detecting O antigen. Caution should be used with this approach because the k-mer result may be due to low levels of contamination. 
SRR14272153	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR14272153_seqsero	SRR14272153_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR14272154	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR14272154_seqsero	SRR14272154_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR14272156	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR14272156_seqsero	SRR14272156_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
